user_id,recipe_id,date,rating,u,i
946146,370040,2009-05-20,4.0,324,77835
343039,202420,2009-09-23,5.0,3680,148943
498271,326087,2009-03-03,5.0,245,38949
1072593,258768,2011-11-15,5.0,736,112521
204024,376897,2010-03-02,5.0,349,169909
217482,422072,2010-05-16,3.0,3830,110198
133174,178004,2006-08-15,5.0,164,5177
47559,174355,2006-06-30,5.0,1157,158204
1167988,26610,2009-02-26,5.0,3157,69439
175100,227924,2013-08-14,0.0,1901,150289
383346,363631,2009-04-29,5.0,193,5086
192581,50824,2009-04-06,5.0,833,82494
703661,138852,2008-09-17,5.0,4890,77091
416807,216430,2007-03-28,5.0,4245,153677
275316,194843,2007-05-16,3.0,12852,171890
678366,48067,2010-02-25,5.0,67,120410
372791,27826,2006-12-01,4.0,3709,43009
85414,3180,2003-05-19,5.0,9737,101486
344231,173209,2007-10-07,5.0,948,30205
225896,154348,2006-07-31,5.0,6172,138444
424680,271704,2008-03-29,5.0,94,118064
41578,276153,2008-02-25,5.0,184,126765
68526,11328,2003-05-14,5.0,1058,98343
302094,229299,2010-04-06,5.0,535,123828
169796,27564,2005-07-11,5.0,8953,116169
1271506,414098,2017-10-07,5.0,2877,7062
121185,46267,2005-01-19,4.0,1878,123123
72963,56856,2004-06-17,5.0,18223,80459
199105,62125,2006-10-08,5.0,655,234
222564,153044,2014-05-29,5.0,132,115445
351417,54257,2007-04-15,5.0,22900,52334
390074,74279,2010-04-09,5.0,2685,27953
14823,9513,2004-07-16,5.0,7223,154903
424680,302127,2008-05-07,5.0,94,163737
147109,8554,2007-10-30,5.0,1781,147036
134663,62498,2004-05-16,5.0,7318,90253
994822,19717,2009-03-12,5.0,21274,38755
936577,25625,2009-07-18,5.0,1129,141468
37636,86980,2008-05-01,5.0,831,161573
218535,167664,2006-06-20,3.0,1411,46876
1706426,365793,2012-11-01,5.0,1443,2700
369715,144232,2007-11-07,4.0,260,6508
230557,34943,2007-01-24,4.0,4514,11440
223898,145478,2006-08-30,5.0,8995,66164
31695,107847,2005-01-10,5.0,5542,101567
58439,286386,2008-04-08,5.0,44,48903
1020416,43023,2009-04-29,5.0,1649,87424
223854,135925,2007-09-29,5.0,902,39063
593513,118258,2010-02-24,5.0,53,89177
43083,85220,2005-08-22,4.0,2891,49143
953275,273838,2010-10-29,5.0,151,138071
52476,20159,2003-01-30,5.0,47,46142
891449,247532,2011-01-15,5.0,14476,52031
36944,171310,2006-07-17,0.0,2106,10246
28177,232157,2010-10-15,5.0,461,160938
138911,24018,2005-05-15,5.0,19070,173072
11176,159894,2006-07-04,5.0,529,127227
58104,91021,2004-05-17,5.0,319,122300
482933,261670,2011-09-01,4.0,680,1758
337963,199804,2007-11-08,4.0,39,31962
13483,106465,2008-06-30,5.0,330,35703
1404273,392130,2014-12-02,4.0,7893,15971
163241,290037,2008-04-07,5.0,5986,133578
199848,179770,2008-11-09,5.0,564,83454
73951,225940,2009-09-30,5.0,494,29013
147027,245052,2007-10-04,5.0,2758,163701
220582,81989,2008-06-16,4.0,458,145841
176615,105281,2004-12-25,5.0,82,168251
160974,144023,2006-10-02,5.0,369,153900
280271,217193,2008-07-11,5.0,55,167440
269521,321898,2009-10-14,5.0,156,76166
610287,3782,2008-02-02,5.0,14435,120834
50643,43411,2002-10-20,5.0,2313,17129
160974,122919,2005-05-20,5.0,369,7325
182809,147296,2005-12-10,5.0,322,97261
129836,63030,2005-10-21,5.0,5822,77103
158966,326412,2009-03-02,5.0,34,44602
333017,178176,2006-11-10,4.0,1463,39415
67026,210543,2007-04-08,5.0,1293,142291
26399,47921,2002-12-23,5.0,19134,149336
724631,277332,2008-10-19,5.0,203,91559
457690,80954,2009-04-27,5.0,8463,110506
250031,118242,2011-04-10,5.0,284,96443
626499,98869,2012-07-13,3.0,8750,100269
336058,232178,2007-07-06,2.0,632,175323
28177,280466,2010-06-19,5.0,461,19248
18745,437021,2011-04-03,5.0,4721,37539
199213,130841,2005-12-05,4.0,1391,162288
169430,406190,2011-09-01,5.0,241,60375
217226,108447,2006-05-13,4.0,747,14290
461834,120124,2013-07-23,5.0,143,101975
58439,87327,2005-01-08,5.0,44,112494
885766,169571,2009-07-01,5.0,22383,62768
335157,273068,2009-09-20,5.0,10504,79989
129992,73469,2005-10-09,5.0,2615,97975
573325,286704,2009-01-31,5.0,328,59767
264452,87925,2007-01-22,5.0,7572,99653
37449,231189,2010-03-24,5.0,275,140462
174096,229357,2014-09-23,5.0,373,71121
1015482,350718,2009-10-12,4.0,5000,27730
56463,66596,2005-08-06,5.0,1091,163625
1032003,350894,2009-02-24,5.0,22346,136274
176615,122919,2009-05-07,5.0,82,7325
293757,45652,2011-11-27,0.0,808,107836
482933,299075,2013-12-05,5.0,680,58884
59686,293011,2008-05-02,4.0,2099,175596
173838,107029,2005-01-23,5.0,574,122817
84660,140868,2007-07-11,5.0,18079,77807
334010,339766,2008-11-29,5.0,2238,3152
28177,413695,2010-03-06,4.0,461,136750
714107,417377,2014-03-16,5.0,17239,44968
87640,33434,2005-07-22,5.0,7136,10949
56003,78810,2008-11-02,4.0,462,71435
26041,22493,2002-06-03,5.0,4730,42972
529278,50719,2007-08-17,5.0,1121,46490
140190,93673,2004-07-31,5.0,12216,68281
308765,81902,2006-11-23,4.0,2357,11144
15511,77952,2007-03-05,5.0,2189,29995
452355,273455,2009-01-07,4.0,1487,177716
2201427,497443,2013-03-22,5.0,1446,24062
234027,172755,2006-08-08,5.0,6124,10626
463763,8554,2007-11-04,4.0,1469,147036
28177,183081,2009-05-02,5.0,461,73879
55729,54740,2005-05-06,0.0,848,123503
21752,305498,2008-06-05,5.0,342,168270
357723,111777,2007-03-08,5.0,861,160999
1366254,393778,2009-10-08,5.0,4189,154598
14410,228123,2007-06-09,5.0,738,29081
54697,60405,2010-08-21,5.0,1147,104918
1018838,270183,2011-03-12,4.0,14133,50501
614389,366911,2010-08-04,4.0,968,66345
421546,121586,2010-03-01,4.0,9301,115733
333017,107786,2009-03-03,4.0,1463,41436
106105,76191,2004-02-06,5.0,3356,116506
37636,208629,2008-11-09,5.0,831,28074
85018,51524,2004-10-01,5.0,795,117904
900992,267069,2012-07-22,5.0,270,174632
1655328,186886,2010-12-29,5.0,13546,49595
933281,89207,2010-10-03,5.0,14736,79996
706608,121490,2008-07-07,5.0,1379,62794
201581,228951,2007-07-02,5.0,1140,49138
43083,39271,2003-05-09,4.0,2891,128655
305916,63077,2006-10-02,5.0,9440,119828
42337,8556,2005-03-24,5.0,185,99255
1623265,422978,2010-12-13,5.0,598,4888
570804,26178,2012-05-26,5.0,291,144679
452940,455462,2011-07-12,5.0,347,149071
12875,9484,2001-09-19,4.0,9356,154884
55578,88178,2004-06-29,5.0,2571,166464
10332,9272,2001-09-16,5.0,3263,149428
47892,170430,2011-06-24,5.0,305,163067
313120,225242,2007-07-05,5.0,127,167565
95743,200172,2008-02-17,5.0,552,89102
273842,37241,2007-04-25,5.0,8120,158450
288985,188314,2012-07-14,5.0,5509,109865
593424,101677,2007-10-29,5.0,4580,127739
133174,183462,2006-09-05,5.0,164,107634
527607,306742,2009-07-02,5.0,176,81165
104491,26257,2003-09-17,5.0,18883,61366
80998,305148,2008-07-24,3.0,2172,52644
85776,189411,2007-03-18,4.0,2902,153497
350938,227539,2010-08-23,5.0,2867,25239
344231,151955,2007-06-15,5.0,948,126630
512369,102234,2007-10-01,5.0,15875,140161
1800054678,53874,2015-08-06,5.0,4239,49391
1188698,113622,2009-03-26,4.0,13051,11442
88378,173923,2012-07-13,5.0,268,115851
461834,389831,2011-06-04,5.0,143,121607
804887,10744,2010-04-09,5.0,6466,50909
59780,122546,2005-05-21,4.0,1504,104246
211184,239960,2008-08-31,4.0,630,93528
394085,224177,2007-05-05,5.0,1175,115051
286566,283398,2008-03-04,5.0,345,67714
560491,446719,2012-07-01,5.0,249,145574
148316,111815,2006-03-01,5.0,8283,158216
486725,274131,2008-06-06,4.0,816,2340
213909,77397,2008-01-20,5.0,1102,139822
579228,109393,2008-10-27,5.0,6183,55120
352538,186785,2007-09-22,5.0,131,39905
118840,51521,2012-10-02,5.0,1354,17285
37449,391046,2010-04-20,5.0,275,63224
360437,87790,2007-02-17,5.0,1682,56007
230102,139229,2013-03-05,5.0,1034,139695
30503,20431,2007-12-11,5.0,4950,139238
326051,47627,2007-03-20,5.0,2360,30184
35701,37727,2002-12-12,5.0,5416,138978
884566,238567,2008-12-14,5.0,15292,102705
128473,510947,2014-04-29,3.0,208,108054
93095,38737,2003-11-25,5.0,2341,122593
13483,19918,2004-08-03,5.0,330,119554
199848,438230,2011-10-31,5.0,564,166706
56087,39560,2003-01-25,5.0,2998,86860
207176,11107,2006-11-11,4.0,819,3814
104295,34329,2005-03-28,0.0,1035,5875
65955,66035,2003-11-03,5.0,4041,28768
857730,91020,2008-10-16,5.0,20620,144920
782682,26398,2008-09-27,5.0,23565,122121
1072593,111677,2010-04-17,5.0,736,89876
88099,154318,2007-10-31,4.0,470,119893
55017,286740,2008-08-26,3.0,6944,86836
512834,349342,2011-02-16,5.0,4554,69864
51931,139857,2006-04-26,5.0,5271,122833
330937,177015,2009-04-22,3.0,1108,107054
37449,216350,2008-01-23,5.0,275,103033
149295,103403,2013-08-28,0.0,5129,130591
1229841,39112,2011-11-23,0.0,16287,33640
116856,18778,2006-01-09,3.0,2508,110683
106624,39883,2007-01-14,5.0,2910,145039
147323,64635,2005-02-25,5.0,18071,20822
32673,36752,2005-03-14,5.0,14320,51784
54678,92541,2007-05-22,5.0,685,79411
226863,329984,2008-12-24,5.0,267,81512
189280,58335,2008-11-17,5.0,677,48318
270514,30081,2007-09-27,4.0,2566,994
92364,20099,2008-11-30,5.0,15284,44551
217717,325674,2009-01-27,5.0,7787,117533
529278,150863,2013-01-31,5.0,1121,37359
290107,16371,2006-05-22,5.0,2419,100654
246905,79678,2010-04-13,2.0,15527,52160
128473,371385,2010-02-19,5.0,208,66131
37036,221743,2010-10-23,0.0,1931,145695
531155,93031,2007-08-27,4.0,2044,133263
6550,132052,2006-02-14,5.0,4119,74148
37305,344180,2008-12-28,5.0,238,62764
187360,104384,2005-01-13,5.0,6637,32447
282673,102215,2007-03-12,5.0,9562,11852
288146,135392,2016-04-12,5.0,2270,57975
453216,84516,2009-10-09,5.0,1347,114273
865936,89086,2009-03-01,4.0,165,160818
532785,113861,2009-04-05,5.0,3567,68463
107651,129870,2006-10-18,5.0,2228,29209
1271506,162218,2012-10-21,5.0,2877,177826
253407,232685,2007-07-19,4.0,191,108873
391008,17722,2009-01-20,5.0,8897,92697
242989,84348,2006-04-08,5.0,3365,137083
449500,108492,2009-07-26,5.0,1579,23525
240552,66447,2008-09-13,5.0,43,117253
407007,111231,2010-02-06,5.0,865,145423
174991,129454,2005-12-27,5.0,1523,73406
452940,245050,2008-08-16,4.0,347,105617
496315,114993,2008-11-23,5.0,2961,35378
169969,191087,2007-12-25,5.0,533,117320
199848,90395,2006-03-03,4.0,564,128383
85873,89052,2006-12-10,5.0,3778,120450
662323,92016,2010-04-11,5.0,10148,113937
469903,317224,2010-03-25,5.0,424,123867
461834,444768,2011-03-24,5.0,143,90898
855913,360662,2009-08-30,5.0,10686,7758
222564,144909,2013-10-12,4.0,132,21991
59288,32777,2003-12-04,5.0,9340,122853
189616,99089,2005-12-10,5.0,423,140855
169430,34093,2007-02-26,5.0,241,75135
161953,78953,2006-08-19,4.0,4719,73724
64154,78361,2004-01-10,4.0,320,98272
80937,76294,2007-01-28,0.0,4003,1694
470351,267244,2008-07-24,4.0,778,118924
517912,43509,2008-12-01,5.0,9256,75244
108931,103434,2008-07-31,5.0,3436,36594
222564,105948,2014-01-05,5.0,132,159137
53425,55005,2003-11-12,5.0,2226,54281
351573,73469,2007-09-09,5.0,15408,97975
95743,109090,2005-06-14,5.0,552,11139
465911,90648,2007-05-24,5.0,905,69318
679625,144176,2015-08-31,5.0,19802,131663
924973,93886,2008-08-25,5.0,4991,2280
88099,61070,2008-02-24,5.0,470,171697
217657,71509,2005-10-01,5.0,3579,45462
169430,194520,2007-07-19,5.0,241,70071
25792,55227,2003-03-14,5.0,514,91992
452019,140517,2011-12-11,3.0,8747,10029
228392,65643,2008-07-10,5.0,565,7004
50778,125973,2005-07-11,4.0,3894,4957
478451,173833,2011-04-20,5.0,768,136804
219942,436240,2013-08-05,5.0,3600,13189
403193,107595,2009-03-01,5.0,8791,119837
50509,455410,2011-08-13,4.0,922,81197
1800054678,454894,2015-06-11,5.0,4239,37457
582561,295636,2011-03-27,5.0,360,126809
172369,89030,2005-08-25,5.0,1258,93880
371672,85220,2009-07-22,5.0,3589,49143
142335,115110,2011-08-07,5.0,3257,38511
7108,152207,2007-04-15,4.0,1369,38678
13483,13685,2003-04-27,4.0,330,115099
207137,47616,2005-09-21,5.0,5471,6756
182010,229686,2007-06-01,5.0,1692,105249
41578,21432,2002-07-26,5.0,184,176471
47907,232261,2009-04-13,5.0,754,139196
1330315,166805,2010-12-04,0.0,4891,154251
705251,375093,2010-06-14,5.0,207,160683
39857,27006,2002-05-23,5.0,9822,102274
540346,39369,2012-11-04,4.0,4880,75942
1135650,83561,2009-04-21,5.0,11804,113987
215499,176719,2008-01-10,5.0,16592,126550
37449,55363,2003-03-20,5.0,275,177403
353381,165276,2007-08-11,5.0,4989,37027
236470,130941,2007-03-16,5.0,1255,95860
230258,133423,2006-02-01,4.0,1723,147175
233583,368076,2009-12-06,5.0,1926,79530
155886,13330,2004-08-04,5.0,488,30002
321820,207529,2009-01-18,5.0,2912,72686
536679,86306,2010-01-06,5.0,14109,111664
217717,22782,2009-02-22,5.0,7787,101819
165623,324937,2009-02-20,4.0,3534,35694
135470,76294,2005-11-13,4.0,49,1694
153067,57581,2005-03-16,5.0,3097,103553
64683,22782,2003-10-15,5.0,2033,101819
1195537,437112,2012-02-03,5.0,3715,36729
229619,123522,2006-04-06,5.0,1319,53408
468351,208381,2009-02-22,5.0,4941,58292
29956,21887,2002-09-09,4.0,1623,28534
323186,310679,2008-07-18,5.0,172,137378
43033,291024,2009-09-13,5.0,5484,31476
812096,10744,2010-02-17,5.0,11321,50909
377581,54715,2009-01-19,4.0,557,81517
204024,306987,2008-10-16,5.0,349,47902
130965,42504,2005-01-13,0.0,10524,109418
178427,458015,2011-06-23,0.0,651,98968
183648,39522,2005-01-03,5.0,18798,34042
209603,118946,2007-09-10,4.0,2429,135266
251206,72774,2009-08-12,5.0,3547,57572
444132,339990,2009-10-25,5.0,65,5281
191220,251220,2007-12-31,5.0,3860,173270
57222,124380,2005-10-02,4.0,4,86861
199848,132108,2006-08-01,4.0,564,76948
531256,162379,2011-11-03,3.0,4832,127068
1790661,261591,2012-04-13,5.0,18899,119496
169430,246547,2007-08-22,5.0,241,26099
222433,187253,2008-12-13,5.0,216,24220
169430,195608,2006-12-01,5.0,241,63877
86072,156416,2006-05-01,5.0,3703,171893
628753,27810,2008-12-19,5.0,8378,172496
495793,247934,2009-12-01,5.0,64,8021
67026,188644,2012-06-11,5.0,1293,100926
433881,101954,2012-12-31,5.0,13335,28353
780172,376710,2009-06-17,4.0,98,162512
50509,49533,2005-07-01,4.0,922,113070
542159,497618,2013-04-21,5.0,175,89668
520150,290151,2008-04-24,4.0,2031,159493
86855,19107,2005-01-27,5.0,572,122927
185684,178454,2014-10-12,5.0,2016,69389
369715,311753,2008-12-01,4.0,260,13599
407007,152145,2008-01-11,5.0,865,113978
280271,292264,2013-11-29,5.0,55,52431
562485,136265,2008-03-08,4.0,16546,127960
762775,40767,2008-11-02,1.0,4365,103664
314579,164898,2006-09-19,5.0,457,167535
206101,82373,2006-07-24,5.0,1516,129336
626519,167202,2008-01-25,5.0,9412,42515
46545,20002,2002-11-10,5.0,699,11146
383346,294481,2008-06-01,5.0,193,131089
1539571,392568,2010-05-18,5.0,4921,66408
482376,202420,2011-09-07,5.0,247,148943
508249,100056,2009-04-28,4.0,6125,149167
870705,372970,2012-06-18,5.0,246,121104
199213,134611,2009-03-29,4.0,1391,95094
176481,140457,2005-10-23,4.0,548,33271
173579,125726,2009-06-21,5.0,546,121932
230834,177709,2007-07-07,5.0,6854,133585
208389,62569,2005-09-05,5.0,13769,147305
94243,267526,2012-11-30,5.0,2800,93694
428060,67968,2011-11-25,4.0,1203,164527
463202,45894,2008-03-26,4.0,2074,177549
507966,278015,2010-04-10,5.0,12019,125202
54678,83800,2009-12-10,5.0,685,103884
103876,90323,2004-12-13,5.0,857,94021
323389,99570,2007-01-13,5.0,2517,85206
39835,287809,2009-09-09,5.0,384,151939
88378,71335,2010-12-10,5.0,268,20289
55578,365456,2009-06-02,5.0,2571,48646
224235,111257,2010-07-24,5.0,3665,46129
238662,8701,2006-03-19,5.0,15167,19634
223979,216835,2008-06-22,5.0,188,79817
163112,220975,2008-09-23,5.0,929,157184
121185,86353,2009-08-16,5.0,1878,16668
185285,189441,2006-11-27,5.0,41,68338
350750,441885,2013-04-24,5.0,561,17644
593927,492531,2013-01-03,5.0,357,37465
315565,334017,2009-09-23,5.0,1170,81996
503628,14257,2008-01-27,5.0,15967,95808
124249,110798,2006-05-23,5.0,515,143956
222564,367828,2012-11-17,5.0,132,71526
491933,29598,2011-02-25,4.0,10542,106973
15521,404412,2011-02-24,4.0,3120,129555
89831,101438,2004-12-10,5.0,130,129801
599450,306990,2012-12-17,5.0,340,67089
17803,191295,2010-08-30,5.0,350,53249
2689184,496520,2013-03-07,5.0,17743,98978
219500,92660,2005-06-20,5.0,7829,4642
25601,16120,2003-04-09,4.0,4558,74549
45524,89439,2006-06-13,5.0,4389,126456
841895,92468,2011-09-19,0.0,3603,65984
227831,221236,2010-01-16,5.0,2841,141348
424680,261271,2008-10-20,5.0,94,86267
580861,97500,2007-11-15,4.0,3172,81595
216999,80898,2008-07-06,5.0,2852,75721
206101,350099,2009-01-21,5.0,1516,91637
573325,255072,2009-12-14,5.0,328,55386
27678,37139,2002-12-14,5.0,1372,115225
267527,515601,2014-05-11,5.0,3128,102062
1179225,181346,2011-10-20,5.0,503,53023
286566,424035,2010-06-01,5.0,345,85932
594139,324743,2008-09-19,5.0,2216,100613
326039,88912,2008-03-14,5.0,2879,126016
171790,264546,2008-07-02,4.0,69,148061
89831,117550,2006-10-19,5.0,130,124845
203111,11808,2007-05-20,5.0,388,40601
58300,90136,2004-06-05,5.0,8633,169903
149363,286405,2010-06-14,5.0,901,170363
233638,256802,2008-01-27,5.0,14585,77882
92335,69360,2004-11-21,3.0,10676,79953
171790,202181,2008-01-15,5.0,69,160732
430471,173569,2007-09-04,4.0,234,142287
80353,174953,2008-06-23,5.0,377,132331
841821,106618,2009-12-12,4.0,10116,36951
768828,353512,2011-03-29,4.0,1027,133642
2423444,89204,2012-09-28,1.0,15743,134610
224740,111675,2005-12-12,3.0,8594,97474
226547,126093,2005-09-11,4.0,16302,63515
1365025,407836,2011-07-21,5.0,1150,31368
223979,232492,2008-12-09,5.0,188,156118
628076,297350,2009-12-27,5.0,2531,164222
424680,449342,2011-03-12,5.0,94,91641
162826,27819,2007-07-11,5.0,348,120397
279353,31562,2010-04-18,4.0,5710,57401
579228,127153,2007-10-30,5.0,6183,143315
1128874,34382,2009-02-23,4.0,7162,89924
53932,251220,2008-01-06,5.0,77,173270
594139,180508,2008-10-08,5.0,2216,56673
62043,112745,2005-03-10,4.0,385,23584
384133,56366,2009-06-22,4.0,12885,158194
175492,142233,2006-06-01,5.0,900,105793
126440,369960,2009-11-08,5.0,3,60632
179133,345128,2014-04-26,5.0,248,132245
4470,207533,2010-07-15,5.0,100,38011
489430,316250,2011-03-24,5.0,12355,67006
355637,26059,2008-07-08,4.0,753,59107
326581,173632,2007-01-25,5.0,12540,67756
337449,51209,2009-01-11,5.0,5450,106990
969623,335007,2013-04-07,3.0,2115,164410
251917,122928,2008-06-16,5.0,1217,168399
247241,49534,2006-04-08,5.0,3454,102211
293490,161381,2006-03-07,5.0,6594,79521
314101,144826,2006-05-19,5.0,17035,81783
41218,10445,2006-06-15,5.0,690,142615
107651,74190,2008-02-10,4.0,2228,166472
424680,205187,2007-04-19,5.0,94,112110
452355,485290,2013-02-25,4.0,1487,14678
68727,102089,2004-10-16,5.0,1373,124630
104295,57258,2003-10-19,5.0,1035,148827
953910,289003,2009-10-07,5.0,1662,147797
58104,105724,2005-10-07,5.0,319,175232
141293,373453,2009-06-01,4.0,296,96133
68884,17394,2006-09-28,5.0,852,21617
513192,56704,2007-06-27,5.0,5353,2548
1041316,145453,2014-02-10,5.0,18755,59115
142367,79283,2008-11-18,4.0,2748,44607
663892,223049,2008-05-22,5.0,15267,53297
424680,188366,2011-10-30,5.0,94,62561
865936,333211,2009-06-01,4.0,165,157574
168896,124518,2005-06-14,5.0,487,102361
64642,133563,2011-03-11,4.0,633,138555
128473,283020,2008-02-23,5.0,208,160654
560491,276537,2008-02-03,4.0,249,147698
246632,139937,2007-03-27,2.0,7762,20994
451301,232706,2007-11-25,5.0,1953,75263
35701,50726,2004-02-22,5.0,5416,24991
1282298,150987,2009-07-23,5.0,14234,24869
2597942,408030,2013-10-14,5.0,1704,123441
498271,210632,2014-01-03,5.0,245,60225
78884,226112,2009-08-24,5.0,4259,149456
1242099,22754,2011-02-27,5.0,7073,139813
47907,36847,2006-12-02,5.0,754,153014
1094446,19655,2010-11-24,5.0,3168,75270
1133190,38641,2009-02-28,5.0,1911,47877
154026,374380,2009-05-29,0.0,7614,92854
508949,100798,2009-12-15,5.0,9624,65992
1179225,278152,2012-09-23,5.0,503,96746
327920,80409,2007-11-09,5.0,6355,90144
160974,135452,2005-09-15,5.0,369,144603
1022987,421678,2011-06-01,5.0,15234,89430
90767,15654,2013-12-25,5.0,7493,161791
429955,41672,2008-12-21,5.0,6919,30989
54716,86095,2005-07-15,5.0,724,125496
787329,351778,2009-02-04,5.0,10189,148688
422893,298372,2008-06-30,5.0,484,78688
316233,320392,2008-12-10,5.0,3023,56169
180898,147522,2007-09-14,5.0,200,8086
357323,365112,2009-10-27,5.0,1458,72256
171790,373712,2009-06-10,5.0,69,164969
172805,109658,2007-02-02,4.0,12595,10639
359724,8701,2010-10-17,5.0,7368,19634
2734182,204548,2018-07-29,5.0,23868,154636
496315,137051,2009-03-22,5.0,2961,144947
1058097,226515,2010-05-09,5.0,967,66198
236606,21682,2006-04-24,4.0,6472,10984
565041,108920,2010-01-18,3.0,11332,26721
175124,201574,2007-01-09,4.0,2375,83934
204024,484420,2012-08-07,5.0,349,145669
621626,305834,2008-12-04,5.0,1479,81839
47858,21033,2002-09-23,5.0,2973,107375
145352,304604,2012-09-05,5.0,452,86624
749562,27000,2009-09-21,5.0,705,47091
1671718,155375,2012-03-27,4.0,3773,79832
134987,64148,2004-05-31,5.0,10414,141798
91453,86586,2005-04-28,4.0,1685,122806
171790,415952,2010-06-03,5.0,69,132435
462861,17126,2008-08-25,5.0,8344,54149
282678,31045,2006-05-05,5.0,14258,54512
383346,374162,2009-06-23,5.0,193,49895
300508,150863,2006-09-14,5.0,6641,37359
965764,96930,2009-12-04,5.0,9113,17914
168753,68908,2005-09-25,4.0,2491,71524
47907,169202,2007-05-01,5.0,754,113585
24485,334066,2008-11-29,4.0,6157,118570
66549,26068,2007-06-27,5.0,1322,160305
262312,194594,2006-12-01,5.0,107,2528
632143,170480,2008-07-19,5.0,8500,107810
206747,257714,2013-04-17,4.0,1159,150422
591314,260616,2007-10-29,5.0,7043,72043
332211,21761,2008-01-27,5.0,1597,156978
580295,193877,2008-07-09,5.0,8297,10828
58104,69168,2003-10-06,5.0,319,176639
594139,353197,2009-11-30,5.0,2216,64275
28346,124435,2006-01-30,4.0,1471,75952
1048945,173518,2009-07-06,5.0,8744,94901
678857,193022,2011-02-01,5.0,1565,4424
121684,112341,2005-03-09,5.0,4045,53690
481092,307245,2008-06-07,4.0,636,66045
306333,187190,2007-01-28,5.0,9366,66381
677055,64131,2008-08-30,5.0,10244,167814
171790,444213,2011-04-26,5.0,69,133266
80353,170506,2010-06-05,5.0,377,109692
8688,150863,2006-02-04,5.0,235,37359
302094,144179,2009-07-01,5.0,535,39320
149363,173513,2009-05-16,5.0,901,101669
549852,25094,2008-02-08,5.0,5595,165216
189280,289644,2008-03-25,4.0,677,119121
28201,12360,2002-08-29,5.0,283,94258
86512,31885,2004-02-03,5.0,1996,160619
220348,66836,2012-01-06,5.0,179,69021
98212,101474,2006-12-12,5.0,12284,40441
179270,48529,2008-01-05,5.0,16631,168395
380162,85782,2012-03-18,4.0,4275,158424
337120,61726,2007-06-05,4.0,8142,156947
163112,192443,2012-03-23,5.0,929,61306
546012,38432,2007-12-13,5.0,2528,154742
118930,26249,2004-01-11,5.0,5137,92103
91392,175054,2007-11-16,4.0,1483,102410
292812,181186,2006-09-18,4.0,4376,33557
37449,303995,2009-03-08,5.0,275,60896
2000498330,288112,2015-12-08,4.0,2248,38255
452355,370929,2009-06-28,5.0,1487,76369
302094,419155,2010-06-08,5.0,535,31761
376098,163311,2008-02-01,5.0,1575,19859
146047,154024,2006-07-10,5.0,2013,27073
774665,129984,2010-03-06,5.0,2042,4793
840768,183118,2009-10-15,4.0,317,172669
204024,334957,2010-12-26,5.0,349,150971
497077,16213,2008-10-31,5.0,773,122779
591307,247601,2010-07-23,5.0,3693,2733
56181,70369,2003-10-20,4.0,842,118788
30893,38579,2002-08-29,5.0,2490,135652
570804,366318,2009-04-17,5.0,291,16466
230102,104215,2017-01-19,5.0,1034,76493
367023,145256,2007-07-13,4.0,14333,75102
13483,21974,2002-07-18,5.0,330,155273
201400,118242,2005-04-30,5.0,20797,96443
284607,66405,2007-12-29,5.0,14849,24383
780172,223649,2009-03-30,4.0,98,8703
293410,238056,2008-10-23,5.0,825,112983
1488517,134627,2012-01-15,5.0,3972,135604
