user_id,recipe_id,date,rating,u,i
383853,218143,2008-04-07,4.0,771,3583
66983,37245,2003-03-22,5.0,230,165269
498271,326087,2009-03-03,5.0,245,38949
494990,2886,2009-12-09,5.0,7312,106975
855605,324779,2008-10-26,4.0,8991,141815
1072593,258768,2011-11-15,5.0,736,112521
204024,376897,2010-03-02,5.0,349,169909
217482,422072,2010-05-16,3.0,3830,110198
383853,214626,2009-01-21,5.0,771,56763
133174,178004,2006-08-15,5.0,164,5177
47559,174355,2006-06-30,5.0,1157,158204
324621,15154,2007-05-10,5.0,3789,101884
209747,188008,2006-10-31,5.0,504,94488
1167988,26610,2009-02-26,5.0,3157,69439
175100,227924,2013-08-14,0.0,1901,150289
383346,363631,2009-04-29,5.0,193,5086
192581,50824,2009-04-06,5.0,833,82494
203325,163705,2013-02-02,4.0,3025,159959
703661,138852,2008-09-17,5.0,4890,77091
416807,216430,2007-03-28,5.0,4245,153677
149415,12761,2009-12-17,5.0,2914,164474
275316,194843,2007-05-16,3.0,12852,171890
678366,48067,2010-02-25,5.0,67,120410
372791,27826,2006-12-01,4.0,3709,43009
85414,3180,2003-05-19,5.0,9737,101486
344231,173209,2007-10-07,5.0,948,30205
225896,154348,2006-07-31,5.0,6172,138444
441720,85711,2008-02-04,5.0,11947,53432
424680,271704,2008-03-29,5.0,94,118064
41578,276153,2008-02-25,5.0,184,126765
1062366,101798,2010-03-02,5.0,5865,170357
222564,124275,2015-05-12,5.0,132,143421
1048246,89750,2009-03-05,5.0,5575,111400
83907,29329,2003-06-03,5.0,13835,64802
68526,11328,2003-05-14,5.0,1058,98343
302094,229299,2010-04-06,5.0,535,123828
169796,27564,2005-07-11,5.0,8953,116169
1271506,414098,2017-10-07,5.0,2877,7062
121185,46267,2005-01-19,4.0,1878,123123
661649,13214,2008-12-30,5.0,18601,147765
247759,192495,2007-06-25,5.0,22746,124076
199697,87782,2016-09-14,2.0,4813,19297
208755,40832,2007-09-03,5.0,1439,57207
72963,56856,2004-06-17,5.0,18223,80459
128152,32422,2004-12-07,5.0,2000,91675
895132,299840,2010-04-22,4.0,262,40999
150727,113817,2006-06-19,5.0,6277,34884
199105,62125,2006-10-08,5.0,655,234
222564,153044,2014-05-29,5.0,132,115445
227978,468615,2012-04-16,5.0,266,129936
351417,54257,2007-04-15,5.0,22900,52334
344022,10348,2007-07-15,5.0,8664,12802
390074,74279,2010-04-09,5.0,2685,27953
1021800,263362,2011-05-13,5.0,21036,111092
6357,72725,2003-10-07,5.0,220,42076
4470,352873,2009-10-19,5.0,100,90728
50509,307561,2010-12-12,5.0,922,98955
119466,148152,2007-07-15,5.0,1544,150625
482933,427595,2010-06-18,5.0,680,84592
369715,378226,2009-10-22,4.0,260,137547
215251,157616,2006-03-06,4.0,10972,176515
14823,9513,2004-07-16,5.0,7223,154903
764750,166118,2012-12-23,5.0,9956,55924
172760,121415,2011-05-01,5.0,13215,27441
60992,85633,2004-03-24,5.0,846,134072
425105,138774,2007-11-16,5.0,858,8673
424680,302127,2008-05-07,5.0,94,163737
147109,8554,2007-10-30,5.0,1781,147036
531768,56268,2007-12-14,5.0,9209,146951
128473,220355,2008-05-09,5.0,208,28709
39244,56103,2004-01-08,5.0,9481,11115
1356721,367530,2010-06-05,5.0,7039,37170
353954,178971,2007-06-21,4.0,24329,177599
424680,445663,2011-02-15,5.0,94,132649
134663,62498,2004-05-16,5.0,7318,90253
680252,37638,2008-03-23,5.0,20111,170734
171790,376779,2009-07-31,5.0,69,52104
67976,24796,2008-01-25,4.0,13481,131465
257993,169884,2006-05-27,5.0,4110,167368
37449,293800,2008-04-06,5.0,275,1832
428885,350194,2011-10-03,5.0,242,174889
91724,166987,2009-11-02,4.0,3464,13077
142367,25924,2007-07-05,5.0,2748,21237
254614,116447,2006-03-10,0.0,551,82517
994822,19717,2009-03-12,5.0,21274,38755
936577,25625,2009-07-18,5.0,1129,141468
37636,86980,2008-05-01,5.0,831,161573
218535,167664,2006-06-20,3.0,1411,46876
495793,342209,2009-12-21,3.0,64,22
519638,120888,2008-12-02,4.0,11419,105616
1706426,365793,2012-11-01,5.0,1443,2700
248023,199171,2008-01-16,5.0,3556,164559
369715,144232,2007-11-07,4.0,260,6508
230557,34943,2007-01-24,4.0,4514,11440
223898,145478,2006-08-30,5.0,8995,66164
422893,272320,2008-03-14,5.0,484,70810
31695,107847,2005-01-10,5.0,5542,101567
58439,286386,2008-04-08,5.0,44,48903
1020416,43023,2009-04-29,5.0,1649,87424
162826,391231,2009-12-06,5.0,348,161889
1591517,28549,2014-08-06,5.0,15422,85382
223854,135925,2007-09-29,5.0,902,39063
593513,118258,2010-02-24,5.0,53,89177
162826,185609,2006-09-30,5.0,348,55482
250031,298871,2008-08-09,5.0,284,60160
43083,85220,2005-08-22,4.0,2891,49143
202138,42508,2005-08-05,4.0,7331,174391
192799,385932,2010-04-07,5.0,3511,16261
222433,70263,2006-07-19,5.0,216,33577
227652,467859,2013-05-18,5.0,221,87313
367346,15411,2006-12-22,5.0,24220,124230
59753,10972,2005-10-09,4.0,6644,148941
222564,365031,2010-11-18,4.0,132,153643
953275,273838,2010-10-29,5.0,151,138071
107135,220088,2012-09-12,5.0,108,131764
91326,192910,2007-12-03,5.0,10418,170133
52476,20159,2003-01-30,5.0,47,46142
891449,247532,2011-01-15,5.0,14476,52031
527607,185060,2007-11-09,5.0,176,128891
149363,170258,2006-06-09,5.0,901,102852
232480,41169,2010-08-17,3.0,2203,38998
1496272,121897,2010-06-01,5.0,19969,176663
248647,74048,2007-09-04,5.0,3162,57192
570804,75625,2008-08-23,4.0,291,84768
131126,226071,2007-06-26,5.0,124,177256
36944,171310,2006-07-17,0.0,2106,10246
28177,232157,2010-10-15,5.0,461,160938
138911,24018,2005-05-15,5.0,19070,173072
11176,159894,2006-07-04,5.0,529,127227
58104,91021,2004-05-17,5.0,319,122300
235496,30724,2005-10-11,5.0,12090,38986
482933,261670,2011-09-01,4.0,680,1758
1629974,130306,2012-06-22,5.0,7544,49843
337963,199804,2007-11-08,4.0,39,31962
13483,106465,2008-06-30,5.0,330,35703
1404273,392130,2014-12-02,4.0,7893,15971
163241,290037,2008-04-07,5.0,5986,133578
283251,186406,2007-03-26,5.0,353,61812
199848,179770,2008-11-09,5.0,564,83454
73951,225940,2009-09-30,5.0,494,29013
147027,245052,2007-10-04,5.0,2758,163701
144204,309831,2008-06-18,0.0,2096,47428
33159,33029,2006-03-04,5.0,744,114346
65502,373228,2009-09-06,5.0,1279,172221
220582,81989,2008-06-16,4.0,458,145841
100185,182772,2007-06-09,4.0,578,19273
176615,105281,2004-12-25,5.0,82,168251
160974,144023,2006-10-02,5.0,369,153900
48819,132263,2009-10-15,4.0,6712,68597
82308,305120,2009-03-04,1.0,9211,82225
280271,217193,2008-07-11,5.0,55,167440
146187,8698,2006-10-12,4.0,994,125300
789745,318508,2008-08-22,5.0,22919,113305
80353,369778,2009-05-16,5.0,377,95822
269521,321898,2009-10-14,5.0,156,76166
470229,80118,2009-02-15,5.0,22720,50899
610287,3782,2008-02-02,5.0,14435,120834
482933,477240,2012-10-10,5.0,680,163038
486725,304057,2008-06-28,4.0,816,127415
257993,60316,2006-03-13,5.0,4110,83519
50643,43411,2002-10-20,5.0,2313,17129
50969,104628,2011-05-19,4.0,830,99338
160974,122919,2005-05-20,5.0,369,7325
6357,35519,2003-06-21,5.0,220,33673
182809,147296,2005-12-10,5.0,322,97261
129836,63030,2005-10-21,5.0,5822,77103
18391,35331,2002-09-09,4.0,1192,9903
361931,407259,2010-02-10,5.0,1307,169105
158966,326412,2009-03-02,5.0,34,44602
333017,178176,2006-11-10,4.0,1463,39415
67026,210543,2007-04-08,5.0,1293,142291
26399,47921,2002-12-23,5.0,19134,149336
9580,32973,2008-12-20,5.0,1424,131023
724631,277332,2008-10-19,5.0,203,91559
457690,80954,2009-04-27,5.0,8463,110506
289680,75800,2007-02-18,5.0,1863,95091
250031,118242,2011-04-10,5.0,284,96443
56181,14187,2003-10-18,5.0,842,91247
1811967,87340,2012-03-27,5.0,5288,76152
37449,115390,2005-07-04,5.0,275,34510
626499,98869,2012-07-13,3.0,8750,100269
418718,497261,2013-03-13,5.0,1445,9513
336058,232178,2007-07-06,2.0,632,175323
28177,280466,2010-06-19,5.0,461,19248
18745,437021,2011-04-03,5.0,4721,37539
900992,157606,2011-02-23,4.0,270,111244
1811967,201324,2011-12-12,5.0,5288,2516
851405,46232,2008-11-07,5.0,5165,124045
281871,7612,2006-12-31,3.0,1634,53122
705251,357560,2009-04-13,5.0,207,91628
199213,130841,2005-12-05,4.0,1391,162288
169430,406190,2011-09-01,5.0,241,60375
217226,108447,2006-05-13,4.0,747,14290
226863,317044,2010-04-15,4.0,267,141033
8377,226074,2008-01-27,5.0,2514,52239
780172,200884,2008-05-27,5.0,98,69454
199848,89155,2005-08-03,5.0,564,95106
461834,120124,2013-07-23,5.0,143,101975
311003,163772,2009-02-16,5.0,1925,60138
341526,219490,2007-10-13,3.0,20231,98615
4470,166876,2006-11-03,5.0,100,149947
58439,87327,2005-01-08,5.0,44,112494
97472,42883,2005-09-20,5.0,17356,164015
885766,169571,2009-07-01,5.0,22383,62768
578353,155021,2009-06-30,5.0,5586,22912
335157,273068,2009-09-20,5.0,10504,79989
171790,26389,2008-12-11,5.0,69,41169
129992,73469,2005-10-09,5.0,2615,97975
573325,286704,2009-01-31,5.0,328,59767
264452,87925,2007-01-22,5.0,7572,99653
37449,231189,2010-03-24,5.0,275,140462
174096,229357,2014-09-23,5.0,373,71121
240344,56652,2007-06-22,5.0,7305,57758
1015482,350718,2009-10-12,4.0,5000,27730
56463,66596,2005-08-06,5.0,1091,163625
190960,93224,2007-02-17,5.0,4928,123208
56003,72945,2008-11-26,5.0,462,32956
1032003,350894,2009-02-24,5.0,22346,136274
278218,23505,2009-01-13,5.0,1194,109605
13483,27576,2004-10-31,5.0,330,170201
176615,122919,2009-05-07,5.0,82,7325
173579,250132,2008-08-04,5.0,546,69746
293757,45652,2011-11-27,0.0,808,107836
482933,299075,2013-12-05,5.0,680,58884
924744,129926,2011-09-26,3.0,6136,19812
430471,210160,2007-05-22,5.0,234,61111
2000498330,27718,2017-02-26,5.0,2248,39944
498271,492442,2013-01-04,5.0,245,110681
36128,25438,2004-03-30,5.0,376,4233
676702,129353,2008-10-05,5.0,13280,16153
59686,293011,2008-05-02,4.0,2099,175596
173838,107029,2005-01-23,5.0,574,122817
84660,140868,2007-07-11,5.0,18079,77807
80353,127295,2009-05-25,5.0,377,49883
334010,339766,2008-11-29,5.0,2238,3152
28177,413695,2010-03-06,4.0,461,136750
29956,11031,2002-05-30,5.0,1623,75690
714107,417377,2014-03-16,5.0,17239,44968
87640,33434,2005-07-22,5.0,7136,10949
126104,19710,2007-12-26,3.0,590,9369
56003,78810,2008-11-02,4.0,462,71435
26041,22493,2002-06-03,5.0,4730,42972
529278,50719,2007-08-17,5.0,1121,46490
678862,282982,2008-04-09,4.0,8682,163321
192623,85797,2006-07-17,5.0,14467,26569
140190,93673,2004-07-31,5.0,12216,68281
308765,81902,2006-11-23,4.0,2357,11144
15511,77952,2007-03-05,5.0,2189,29995
28995,16809,2002-06-08,3.0,889,280
452355,273455,2009-01-07,4.0,1487,177716
673444,362130,2010-10-26,5.0,3559,66159
2201427,497443,2013-03-22,5.0,1446,24062
234027,172755,2006-08-08,5.0,6124,10626
463763,8554,2007-11-04,4.0,1469,147036
28177,183081,2009-05-02,5.0,461,73879
55729,54740,2005-05-06,0.0,848,123503
474155,132263,2009-02-01,5.0,6459,68597
170345,325792,2013-09-25,5.0,12805,69709
21752,305498,2008-06-05,5.0,342,168270
717289,63244,2008-02-15,5.0,5944,42426
357723,111777,2007-03-08,5.0,861,160999
39301,98584,2006-08-30,5.0,762,176719
980739,399370,2010-03-17,5.0,6558,3479
57695,135272,2006-05-31,5.0,1570,160154
549669,13473,2009-12-11,4.0,1155,143310
1366254,393778,2009-10-08,5.0,4189,154598
424680,376107,2010-08-14,5.0,94,170274
14410,228123,2007-06-09,5.0,738,29081
54697,60405,2010-08-21,5.0,1147,104918
122541,97761,2007-03-13,5.0,6424,22321
1018838,270183,2011-03-12,4.0,14133,50501
614389,366911,2010-08-04,4.0,968,66345
421546,121586,2010-03-01,4.0,9301,115733
299289,54047,2006-04-10,5.0,6155,3207
333017,107786,2009-03-03,4.0,1463,41436
465056,190143,2011-05-26,0.0,1231,128146
106105,76191,2004-02-06,5.0,3356,116506
37636,208629,2008-11-09,5.0,831,28074
85018,51524,2004-10-01,5.0,795,117904
1579905,67256,2012-02-29,5.0,4591,55772
55370,556,2003-01-05,4.0,24397,97090
900992,267069,2012-07-22,5.0,270,174632
1655328,186886,2010-12-29,5.0,13546,49595
219278,63369,2007-10-14,4.0,4153,61017
4470,11777,2006-01-29,5.0,100,151145
8629,348326,2014-08-21,5.0,541,84841
39835,478625,2013-01-18,5.0,384,17976
933281,89207,2010-10-03,5.0,14736,79996
706608,121490,2008-07-07,5.0,1379,62794
201581,228951,2007-07-02,5.0,1140,49138
146742,17598,2011-06-11,4.0,2178,19942
351811,250814,2008-01-05,5.0,1174,143250
1211187,169500,2009-10-29,5.0,5989,17838
43083,39271,2003-05-09,4.0,2891,128655
305916,63077,2006-10-02,5.0,9440,119828
509918,107968,2008-02-09,5.0,5681,77620
286566,295141,2010-08-27,5.0,345,66675
42337,8556,2005-03-24,5.0,185,99255
1623265,422978,2010-12-13,5.0,598,4888
385423,124807,2007-11-15,4.0,3667,115148
570804,26178,2012-05-26,5.0,291,144679
452940,455462,2011-07-12,5.0,347,149071
12875,9484,2001-09-19,4.0,9356,154884
537937,234847,2007-10-02,5.0,1090,33107
1623265,207007,2011-10-13,4.0,598,29803
463202,355415,2010-02-22,4.0,2074,32751
55578,88178,2004-06-29,5.0,2571,166464
5060,68089,2004-02-01,5.0,17,123089
10332,9272,2001-09-16,5.0,3263,149428
47892,170430,2011-06-24,5.0,305,163067
124249,75834,2005-01-12,5.0,515,13168
128473,151458,2006-08-04,5.0,208,35509
548189,9409,2007-10-08,4.0,6587,28875
844554,90331,2008-09-06,5.0,263,130596
313120,225242,2007-07-05,5.0,127,167565
95743,200172,2008-02-17,5.0,552,89102
347822,37548,2006-11-28,4.0,3238,51263
273842,37241,2007-04-25,5.0,8120,158450
50175,34087,2003-01-11,5.0,10719,174377
288985,188314,2012-07-14,5.0,5509,109865
593424,101677,2007-10-29,5.0,4580,127739
133174,183462,2006-09-05,5.0,164,107634
527607,306742,2009-07-02,5.0,176,81165
143318,459490,2014-09-03,5.0,1737,80246
388638,58428,2006-12-29,5.0,16990,117146
100185,98447,2005-01-08,5.0,578,94618
246266,106089,2005-10-08,4.0,1506,136334
104491,26257,2003-09-17,5.0,18883,61366
22015,68955,2005-11-14,4.0,570,37047
80998,305148,2008-07-24,3.0,2172,52644
85776,189411,2007-03-18,4.0,2902,153497
350938,227539,2010-08-23,5.0,2867,25239
344231,151955,2007-06-15,5.0,948,126630
512369,102234,2007-10-01,5.0,15875,140161
1680722,102858,2011-11-27,5.0,2324,176669
1800054678,53874,2015-08-06,5.0,4239,49391
1188698,113622,2009-03-26,4.0,13051,11442
88378,173923,2012-07-13,5.0,268,115851
461834,389831,2011-06-04,5.0,143,121607
424680,401458,2009-12-26,5.0,94,31427
125524,62315,2007-04-21,5.0,7929,85053
386447,190605,2012-06-01,5.0,5200,141694
804887,10744,2010-04-09,5.0,6466,50909
1677099,393750,2012-08-16,4.0,2114,16619
590105,223278,2008-09-04,4.0,486,114210
416409,134153,2006-12-29,4.0,11753,51699
59780,122546,2005-05-21,4.0,1504,104246
211184,239960,2008-08-31,4.0,630,93528
394085,224177,2007-05-05,5.0,1175,115051
286566,283398,2008-03-04,5.0,345,67714
560491,446719,2012-07-01,5.0,249,145574
148316,111815,2006-03-01,5.0,8283,158216
486725,274131,2008-06-06,4.0,816,2340
213909,77397,2008-01-20,5.0,1102,139822
579228,109393,2008-10-27,5.0,6183,55120
352538,186785,2007-09-22,5.0,131,39905
118840,51521,2012-10-02,5.0,1354,17285
37449,391046,2010-04-20,5.0,275,63224
137231,49200,2005-04-19,5.0,9570,113716
526650,139885,2007-08-20,4.0,18951,71554
321999,34930,2007-12-15,3.0,1263,104831
360437,87790,2007-02-17,5.0,1682,56007
230102,139229,2013-03-05,5.0,1034,139695
4470,1574,2001-07-16,4.0,100,45600
169969,88694,2005-10-25,5.0,533,43737
30503,20431,2007-12-11,5.0,4950,139238
326051,47627,2007-03-20,5.0,2360,30184
2000498330,498514,2015-12-05,5.0,2248,129775
168462,105821,2006-10-04,5.0,1304,170699
35701,37727,2002-12-12,5.0,5416,138978
213983,169479,2008-01-18,4.0,6457,9272
884566,238567,2008-12-14,5.0,15292,102705
128473,510947,2014-04-29,3.0,208,108054
75497,56451,2006-09-20,5.0,187,4410
462571,163699,2007-04-21,4.0,1986,91949
93095,38737,2003-11-25,5.0,2341,122593
33123,15072,2007-05-25,5.0,11060,107197
13483,19918,2004-08-03,5.0,330,119554
199848,438230,2011-10-31,5.0,564,166706
56087,39560,2003-01-25,5.0,2998,86860
207176,11107,2006-11-11,4.0,819,3814
897778,128566,2010-05-17,5.0,9876,148452
237297,43934,2011-04-08,4.0,11560,71878
104295,34329,2005-03-28,0.0,1035,5875
230020,3470,2007-01-25,4.0,3283,1334
65955,66035,2003-11-03,5.0,4041,28768
320843,17083,2006-07-20,5.0,1722,669
61660,52450,2003-03-24,5.0,295,157917
857730,91020,2008-10-16,5.0,20620,144920
2922466,59633,2014-01-03,4.0,2988,159031
782682,26398,2008-09-27,5.0,23565,122121
1072593,111677,2010-04-17,5.0,736,89876
88099,154318,2007-10-31,4.0,470,119893
55017,286740,2008-08-26,3.0,6944,86836
287420,59016,2007-05-13,5.0,4111,128352
512834,349342,2011-02-16,5.0,4554,69864
51931,139857,2006-04-26,5.0,5271,122833
330937,177015,2009-04-22,3.0,1108,107054
131126,423590,2010-06-01,5.0,124,14660
37449,216350,2008-01-23,5.0,275,103033
149295,103403,2013-08-28,0.0,5129,130591
251917,316778,2010-04-19,5.0,1217,68495
1229841,39112,2011-11-23,0.0,16287,33640
116856,18778,2006-01-09,3.0,2508,110683
486725,143103,2012-01-12,5.0,816,164290
239758,385269,2010-07-24,5.0,361,113178
106624,39883,2007-01-14,5.0,2910,145039
147323,64635,2005-02-25,5.0,18071,20822
32673,36752,2005-03-14,5.0,14320,51784
54678,92541,2007-05-22,5.0,685,79411
226863,329984,2008-12-24,5.0,267,81512
227978,364957,2009-08-29,5.0,266,42522
1600094,147551,2010-09-30,5.0,19575,30473
124030,95569,2007-05-28,5.0,11092,170732
189280,58335,2008-11-17,5.0,677,48318
521192,300847,2009-07-11,5.0,8945,138003
270514,30081,2007-09-27,4.0,2566,994
2001149114,267501,2017-01-18,5.0,4176,124769
82616,100985,2005-02-25,5.0,51,60030
92364,20099,2008-11-30,5.0,15284,44551
934907,93908,2009-01-20,4.0,21521,174150
461834,307779,2008-06-08,5.0,143,69496
217717,325674,2009-01-27,5.0,7787,117533
529278,150863,2013-01-31,5.0,1121,37359
290107,16371,2006-05-22,5.0,2419,100654
131126,243323,2007-08-28,4.0,124,60327
246905,79678,2010-04-13,2.0,15527,52160
324390,220963,2007-04-10,5.0,483,117618
128473,371385,2010-02-19,5.0,208,66131
424680,289910,2008-10-21,5.0,94,23008
330937,48587,2011-02-18,4.0,1108,95044
85414,17197,2005-02-13,4.0,9737,165403
37036,221743,2010-10-23,0.0,1931,145695
531155,93031,2007-08-27,4.0,2044,133263
6550,132052,2006-02-14,5.0,4119,74148
705251,213712,2012-07-21,4.0,207,161550
37305,344180,2008-12-28,5.0,238,62764
1064617,129926,2009-07-09,5.0,3839,19812
39835,326636,2008-10-05,5.0,384,35901
18391,62237,2005-06-07,5.0,1192,177796
199848,111127,2006-01-05,5.0,564,22620
383346,439877,2011-03-05,5.0,193,92399
187360,104384,2005-01-13,5.0,6637,32447
282673,102215,2007-03-12,5.0,9562,11852
125512,67329,2006-05-12,5.0,10564,173831
329412,175034,2006-07-03,5.0,9555,6427
197023,145287,2006-05-16,5.0,455,145727
8086,8673,2002-02-27,5.0,8659,105392
288146,135392,2016-04-12,5.0,2270,57975
166475,107634,2005-07-11,4.0,467,148760
496803,299149,2011-04-02,4.0,1751,176962
453216,84516,2009-10-09,5.0,1347,114273
865936,89086,2009-03-01,4.0,165,160818
679953,499962,2013-05-18,5.0,496,22637
532785,113861,2009-04-05,5.0,3567,68463
844554,218983,2010-01-20,5.0,263,145820
107651,129870,2006-10-18,5.0,2228,29209
1271506,162218,2012-10-21,5.0,2877,177826
622213,407060,2011-04-13,4.0,18659,150539
253407,232685,2007-07-19,4.0,191,108873
914302,77585,2010-12-04,5.0,16443,166441
599450,208530,2010-03-13,4.0,340,94092
391008,17722,2009-01-20,5.0,8897,92697
1267549,132511,2009-10-28,5.0,7618,34410
242989,84348,2006-04-08,5.0,3365,137083
119956,185599,2006-09-19,4.0,717,139414
449500,108492,2009-07-26,5.0,1579,23525
240552,66447,2008-09-13,5.0,43,117253
122235,73488,2005-04-10,5.0,1353,95918
30503,97438,2013-03-09,4.0,4950,3209
407007,111231,2010-02-06,5.0,865,145423
2354478,100379,2015-03-06,5.0,18593,110750
93997,37531,2007-01-22,5.0,3886,74426
174991,129454,2005-12-27,5.0,1523,73406
452940,245050,2008-08-16,4.0,347,105617
824132,129178,2008-10-02,5.0,18456,144593
161265,34499,2008-05-24,5.0,4967,68803
496315,114993,2008-11-23,5.0,2961,35378
169969,191087,2007-12-25,5.0,533,117320
199848,90395,2006-03-03,4.0,564,128383
1524432,135350,2012-04-03,5.0,7954,164596
855589,114392,2012-07-19,5.0,21830,155867
85873,89052,2006-12-10,5.0,3778,120450
1706426,480231,2013-02-07,4.0,1443,48624
45162,55796,2004-01-20,5.0,7815,39715
662323,92016,2010-04-11,5.0,10148,113937
469903,317224,2010-03-25,5.0,424,123867
461834,444768,2011-03-24,5.0,143,90898
855913,360662,2009-08-30,5.0,10686,7758
222564,144909,2013-10-12,4.0,132,21991
59288,32777,2003-12-04,5.0,9340,122853
189616,99089,2005-12-10,5.0,423,140855
169430,34093,2007-02-26,5.0,241,75135
41409,65081,2003-07-07,4.0,9097,49647
562229,303946,2008-08-14,5.0,3153,13953
329618,178899,2006-08-22,4.0,3295,165223
220195,398739,2013-10-09,3.0,4519,56391
161953,78953,2006-08-19,4.0,4719,73724
55523,46241,2009-11-07,5.0,4122,136118
175492,133166,2006-08-22,5.0,900,144507
64154,78361,2004-01-10,4.0,320,98272
80937,76294,2007-01-28,0.0,4003,1694
727055,63244,2008-11-09,5.0,1346,42426
470351,267244,2008-07-24,4.0,778,118924
2387369,136470,2012-10-21,5.0,23579,61798
260783,76540,2006-06-24,1.0,3796,20290
43389,16531,2002-06-10,4.0,23129,54613
517912,43509,2008-12-01,5.0,9256,75244
107583,437153,2011-05-06,5.0,141,29883
52448,49078,2003-04-08,5.0,1059,88314
209318,64829,2007-03-25,4.0,5405,32188
108931,103434,2008-07-31,5.0,3436,36594
155091,75978,2005-01-16,5.0,4031,36821
1591335,228583,2015-08-10,5.0,16788,19672
28346,28331,2005-05-16,5.0,1471,26982
222564,105948,2014-01-05,5.0,132,159137
53425,55005,2003-11-12,5.0,2226,54281
351573,73469,2007-09-09,5.0,15408,97975
95743,109090,2005-06-14,5.0,552,11139
161953,79818,2005-04-27,5.0,4719,98416
465911,90648,2007-05-24,5.0,905,69318
679625,144176,2015-08-31,5.0,19802,131663
433881,8545,2008-02-12,1.0,13335,110233
10269,34529,2006-05-13,5.0,24187,173899
924973,93886,2008-08-25,5.0,4991,2280
283390,76809,2007-09-22,5.0,1128,148826
227652,56347,2014-01-01,4.0,221,162261
88099,61070,2008-02-24,5.0,470,171697
227652,16482,2010-02-12,4.0,221,36616
