user_id,book_id,rating
50566,3248,5
24433,824,5
15904,245,4
7812,11,3
17225,491,3
8985,314,4
36708,577,3
52950,221,4
52309,2657,5
875,2193,1
8127,2745,4
6942,354,5
12657,249,3
41852,293,5
21164,57,5
18086,1809,5
27178,5696,3
18481,896,5
32329,8271,4
47477,1,5
16220,688,5
28002,3151,5
29739,338,4
6714,730,4
11343,1883,3
47331,133,5
12781,170,3
36363,9346,2
24741,253,4
16598,137,5
34894,49,4
35235,3071,4
11432,373,1
18369,1176,4
16223,633,4
22873,493,3
4062,532,4
19940,1633,5
2235,2802,5
29735,84,3
10990,76,3
15048,20,4
22635,494,5
49004,752,4
6383,4706,5
2686,25,4
24042,5620,4
30366,1631,5
47844,1528,3
30406,691,3
29907,24,5
22873,118,4
16172,3269,3
13150,1764,3
8253,4871,3
30182,5716,5
2302,380,3
9153,400,4
24003,1272,4
34500,1008,3
36699,5791,5
18651,117,5
53031,7693,4
50236,3057,5
48650,367,3
14181,8,4
17972,30,5
5280,493,4
21667,4261,5
29587,2768,4
37301,1561,4
27658,670,3
22917,484,3
20330,1160,4
44163,2279,4
24913,402,4
31099,410,3
8923,8836,3
46606,166,3
1674,2953,3
20930,23,4
335,317,3
20455,540,3
12773,1300,3
26788,67,4
14104,2943,2
19527,87,4
52714,9567,3
48840,1516,2
34639,130,3
6669,65,5
21165,78,4
17576,5799,5
26005,208,3
44372,1235,5
7335,4762,3
25180,6334,2
41784,46,5
33776,2,5
5311,4948,4
3098,22,4
50210,153,5
30109,21,5
52913,95,5
467,4520,4
11388,742,4
43532,1567,3
24717,5890,2
18565,4158,1
15390,308,2
43403,444,5
16878,148,4
50795,539,3
35856,7853,4
25472,408,4
6182,1289,4
32212,126,5
39374,7,5
15780,2554,4
19475,4563,3
50884,392,5
27521,4964,4
1244,101,3
50870,2517,4
20370,5596,3
3648,346,3
48796,51,4
26073,1634,3
6608,9103,3
48312,779,5
53170,576,5
39307,360,4
47452,29,5
48384,8148,3
449,362,4
33944,5170,5
13189,130,4
40509,2282,3
6929,3793,5
28251,538,3
5629,730,1
49544,200,5
27574,1342,4
8139,758,2
50159,341,3
7139,1,3
14152,223,2
1394,47,4
53398,439,5
29120,7666,2
23759,40,4
6408,2510,3
10870,146,4
48179,4408,4
38507,1776,4
27363,704,5
1603,5756,3
20473,9701,3
30280,402,5
4553,6216,3
22599,9555,5
48039,3652,5
33858,251,3
14457,1923,4
43433,1,5
20075,796,5
10454,959,4
9129,461,5
26023,7232,3
2393,1365,3
4609,1546,3
6344,9,3
23641,5340,4
19162,37,3
30759,2769,4
44234,967,4
881,409,5
30160,512,5
14967,1741,5
36764,2918,3
21949,4,4
40429,21,5
49365,4431,3
44072,328,3
19681,1231,1
6087,9409,4
35911,2021,1
21587,379,4
38196,15,4
26580,3793,5
50380,5105,5
21641,3521,3
18942,193,4
14549,2609,4
44776,2989,3
44270,65,5
6425,9346,4
11327,7596,3
38240,13,4
19120,5491,5
9646,33,3
1811,1710,3
21463,133,4
17205,7,4
1169,36,5
50871,1936,4
8465,41,3
51067,16,5
4273,714,5
35701,94,5
24453,1050,5
4489,1373,3
33898,45,1
7346,137,5
26963,891,5
39745,6137,3
17508,6263,5
26732,490,5
42340,2384,3
26328,1450,5
36470,23,5
4588,48,3
20320,133,4
40566,100,5
50162,3316,5
51972,719,5
44913,2529,3
15358,30,4
26251,24,5
41591,14,5
26582,9690,2
7925,1411,3
49068,43,5
26765,578,5
39075,1895,4
733,99,3
36975,2239,4
8110,5218,5
30915,1056,4
835,1544,5
22515,5068,5
7970,2854,5
12424,547,4
4310,233,3
8575,1802,3
17622,520,4
42031,35,4
47769,61,4
7068,125,4
3371,7899,5
27738,184,5
8228,2175,3
48460,6868,5
29211,9304,2
18710,4031,5
32126,1245,5
49214,159,4
3104,102,5
8755,1149,4
34642,8919,2
10242,8412,5
18799,366,5
38189,2551,4
11921,5147,2
7385,1482,5
3428,715,5
832,59,3
46947,866,5
22602,733,5
43663,3091,5
25492,3344,5
23684,514,4
3133,13,4
19514,571,3
33497,1602,4
1091,9946,3
36933,4971,5
44817,7914,2
45400,4599,5
43469,9,3
51825,964,5
10690,122,2
45516,207,5
36500,37,5
44065,3475,5
21542,53,4
8754,4137,2
17073,37,5
25556,1511,5
8048,1102,5
32380,29,3
52961,2492,4
6283,1839,3
8739,26,4
28935,8,4
16131,930,5
27370,1762,3
37487,3143,3
13006,3699,5
14436,61,3
23749,2148,3
6015,45,3
38719,590,5
19242,2,5
22826,6238,3
34644,7707,5
962,166,4
21638,8274,5
14917,160,3
35853,28,3
20316,8,4
23729,552,4
42897,356,2
23822,356,4
35807,114,3
29912,360,5
48512,3927,5
17939,4416,5
31259,155,5
14947,100,5
27563,3294,5
19203,325,5
43115,2128,4
51255,361,3
37958,321,4
29913,349,2
34950,185,2
33591,6465,4
3530,6684,4
45461,366,4
32468,357,4
42584,8734,5
8793,1067,5
27196,824,3
11889,1145,5
30877,1210,3
921,5603,3
39110,5721,5
38471,2395,5
7122,54,5
9804,2,3
35845,27,4
1412,1142,4
7659,62,4
4492,78,3
40565,227,3
24035,6031,4
3767,4445,4
23898,4255,5
2712,104,4
43232,20,1
43370,238,4
13506,18,4
244,903,3
14344,277,4
10759,320,4
41471,556,5
40227,320,3
30834,1096,5
2720,6333,4
14824,2048,4
17236,323,4
24271,222,4
19073,67,1
4942,173,2
2930,3524,4
16733,759,3
2907,2128,5
40733,2554,5
49996,5548,2
2480,3945,3
49818,363,3
40678,390,4
46422,345,5
45209,171,5
52994,5689,3
46175,8135,4
46133,147,5
4549,7119,3
26010,57,3
26988,1931,5
10841,433,5
52217,162,5
32576,136,5
38105,1047,5
39418,825,3
36557,3130,3
49702,3236,4
51411,7450,1
18853,10,3
14076,9180,4
42006,8361,4
52249,1205,4
13212,71,4
35176,1466,3
5849,5642,4
11626,1940,3
39991,5508,4
31794,946,2
5551,1108,5
8661,1273,3
19384,258,5
41434,1962,5
37830,4567,5
11282,106,4
26224,2258,1
10029,53,2
8814,48,4
28086,3089,5
53381,218,3
2117,43,4
31344,69,2
32083,4867,4
5834,773,4
24148,498,3
31262,25,5
9448,1938,5
35450,72,5
8178,59,4
25544,2921,4
11274,15,3
36399,6607,4
5924,179,4
43949,738,5
9477,2899,4
6416,1770,4
31940,2050,4
5109,441,4
43027,384,5
204,7429,4
21180,197,4
48991,1807,2
3255,1766,4
46003,8045,5
28045,119,4
42132,361,4
40949,1469,5
9064,542,5
13058,205,3
32572,18,5
5333,2089,4
24143,3387,3
33708,4739,5
40501,204,3
51104,4393,3
45139,681,4
18616,7292,5
40208,37,5
17487,3353,4
26046,3197,5
45619,289,4
37590,1963,4
10776,894,3
32561,1280,4
49957,51,3
8080,982,3
39729,7102,5
20140,20,5
31951,302,3
1008,5101,4
28544,174,2
2360,592,5
20421,188,5
46302,188,5
14036,31,5
36566,765,4
27288,1405,5
48803,8534,5
45791,41,4
2559,2085,4
52825,499,4
28419,11,1
27620,310,3
18430,2159,4
23695,323,5
3342,44,4
14665,2050,5
37235,1088,4
22282,2196,4
34103,3,5
36231,270,4
33814,212,5
25781,3887,2
42807,281,3
35576,5044,4
566,860,5
1346,4231,5
40984,844,5
7926,93,4
40838,23,3
51807,122,4
17081,388,5
40292,7347,3
33627,5842,4
48981,5646,5
4179,8,3
12154,4729,3
43320,239,5
51253,1241,5
17535,1,5
46979,10,4
33635,7859,5
8029,6000,3
34831,5823,5
47690,8631,3
9235,244,3
45565,1648,4
7450,1173,2
22569,154,4
31195,2369,5
39364,2331,5
2219,6073,3
9244,3876,5
6025,16,5
24109,181,5
50414,2738,4
3878,131,3
18073,986,4
41498,871,3
12987,1631,4
3165,9290,3
24471,1341,3
13244,493,4
4616,1081,4
40597,6055,5
29364,7460,4
22786,3875,3
7826,1177,4
26809,91,4
43261,1521,3
8662,192,3
29703,125,5
18894,313,4
27616,304,4
38275,69,2
32426,417,5
21355,158,4
37652,1627,5
28605,878,4
52646,350,3
19696,6630,4
33841,2433,4
15889,994,5
23349,1057,5
3656,332,3
18526,2131,4
39987,2271,3
40486,3316,5
39373,3745,4
51839,252,5
14240,1102,4
39296,53,4
14201,3714,5
7097,1323,3
36540,8462,5
24110,55,5
5919,7,4
22897,1848,5
36813,701,3
46168,2352,3
30408,655,3
25210,6325,5
36506,280,4
27368,4308,4
24110,191,2
44825,6188,5
9009,295,3
38264,171,4
23594,2578,4
49708,25,5
1539,111,2
47411,824,5
3502,25,5
48831,2,5
37691,8294,4
47951,995,5
52821,3196,3
29947,4341,5
8018,5963,5
47308,608,3
51083,5249,3
49040,405,5
26398,38,5
2062,1168,3
53330,54,5
16801,1594,4
16540,1303,1
11063,104,4
15536,2218,4
38753,16,4
23079,1443,3
25209,1252,5
19228,2545,3
12195,8795,2
26882,2364,4
23645,2763,4
41772,792,4
15467,56,3
39506,1466,5
43273,386,3
40538,270,3
2562,8835,4
20046,656,3
28546,3052,2
41672,235,4
39281,1915,4
42718,56,4
43205,5069,5
26401,212,1
11345,533,3
26058,939,3
44102,1217,4
26288,1303,5
3793,495,4
40767,3490,3
18454,3907,5
4452,1260,4
23826,1812,3
32824,3054,5
816,7429,4
37092,17,5
19602,142,5
13546,1841,4
53109,180,5
17928,3108,4
38512,336,3
29970,58,4
27001,586,1
51734,2104,3
41300,1073,5
13308,249,3
46570,4125,4
45833,538,4
52758,1813,4
6655,1404,4
40121,3328,3
38320,57,5
20689,138,3
29827,306,4
51563,5627,5
49006,9132,4
11543,165,4
35258,2048,4
39049,167,4
31121,43,5
38707,482,4
22433,3654,4
15556,559,4
52163,3423,4
34383,1686,4
12295,754,3
24094,2096,5
22707,857,4
52596,5396,4
13394,442,5
22744,3213,3
3607,9,2
45744,3670,4
49851,42,3
32487,207,2
1515,256,2
46457,6143,5
31333,1288,5
5821,495,2
37909,4131,5
49410,590,4
28540,4,5
49624,4897,3
23786,1195,3
47288,2813,5
18545,6381,3
40386,60,4
12884,5869,4
14316,119,3
29539,1519,5
24019,6016,4
49753,107,3
7734,403,5
17381,118,5
52372,4382,3
20904,3,5
41961,205,3
37783,80,4
27918,5176,3
45947,38,4
34615,3,4
28323,6755,4
52604,270,5
4578,248,5
12811,217,3
36775,50,4
2480,3162,1
25598,3328,3
28578,790,3
1625,138,4
8378,791,5
21809,8417,4
23867,672,4
52796,1248,5
49889,22,5
51082,957,4
52199,8869,2
9554,833,4
19500,59,5
45463,2722,4
51531,23,5
27315,1813,5
46176,135,4
30426,444,4
5025,1481,3
44680,1368,4
6611,948,3
10622,1296,3
17744,404,5
30779,3206,4
15316,207,4
20101,8035,3
33390,1,3
6595,250,5
6525,3794,2
32411,2065,5
12122,7289,3
13591,2,5
1424,231,5
42235,48,4
33736,38,3
25406,5727,3
1320,6445,4
27891,17,4
15131,470,4
52939,56,5
47928,407,4
1829,29,5
53401,66,4
52867,105,4
19814,3481,3
52493,906,5
10097,5363,3
44604,577,4
46644,832,4
32247,8298,3
37264,80,5
47769,1297,3
38102,387,4
41649,302,5
47142,28,4
35958,906,5
17881,47,4
22034,63,3
2614,745,3
43348,331,4
50153,21,3
27165,347,5
48028,1352,3
19099,238,5
36750,575,4
50727,2899,3
51364,11,5
52362,959,2
46927,562,5
45430,7197,2
31238,9561,5
6615,102,4
50969,80,4
35960,588,5
40730,3705,5
38762,684,3
43137,1,5
10479,180,3
51683,5284,4
17517,2907,5
16455,396,3
7108,2928,2
5911,658,1
6670,6338,3
37508,2872,4
13646,1094,3
33181,1038,5
19847,1752,3
15311,32,4
19802,543,5
21344,1221,5
24778,7499,3
28416,738,3
3537,3195,5
51553,1187,5
1030,398,4
18173,679,4
1850,57,3
6999,56,5
34273,1226,4
7792,160,3
11410,461,5
15731,18,5
21185,241,4
39636,115,5
15272,424,5
8533,467,5
20018,780,5
42375,38,5
32537,191,4
22323,1160,4
44256,47,5
27798,950,5
50537,8189,4
19485,1607,3
24598,272,5
6260,4526,4
51853,6,4
4624,51,3
43858,644,4
52729,2522,5
45643,282,3
47106,290,3
41940,7085,1
6083,164,4
24811,2826,5
8321,6824,5
34891,360,4
19656,223,2
14423,36,3
45387,1005,4
47418,51,4
33236,900,3
33918,707,5
49981,2467,4
33308,611,5
25083,1402,5
29131,119,4
8370,2927,5
24034,2559,4
16809,1082,5
17962,1585,4
1979,15,5
9735,1177,5
43210,701,3
50847,6320,5
1187,207,2
27775,3355,5
7120,5627,5
51196,1072,3
41680,6334,1
14334,49,5
42498,98,3
28918,150,5
48324,104,5
10772,89,5
11184,25,5
38150,5313,4
29161,2094,4
16974,53,2
20073,1294,5
21390,7828,3
30072,7697,4
11687,235,4
27366,5,5
47440,1245,4
38888,1855,5
33570,3212,5
43120,377,4
51516,27,5
42454,3,3
29123,12,2
49056,2548,4
40134,1532,3
26632,168,5
6849,5694,3
42365,63,5
29811,19,2
19478,267,3
23874,66,3
16948,67,5
22806,3510,5
6307,3648,5
19626,328,5
24291,229,3
25550,967,4
16089,1301,4
10952,150,4
8052,435,5
45459,47,2
41230,782,4
5812,1806,4
38290,982,4
49256,781,5
48729,57,3
10124,6822,3
35123,1492,4
42064,443,5
43279,4452,3
30320,6108,3
19954,417,2
1556,744,5
50566,154,3
52919,161,4
31342,61,5
28132,308,3
31942,106,5
40397,6,5
15207,4349,5
25372,67,4
36604,2,3
13236,491,4
4759,9892,4
8070,70,5
23830,243,5
48814,8,3
22951,700,1
13855,8507,3
14975,6260,5
11189,582,3
23142,342,2
46740,21,5
24418,147,5
47042,990,5
32066,2314,5
37519,198,1
53379,208,4
19897,125,5
3065,673,4
17790,177,4
27214,122,5
30071,90,5
33119,47,5
1845,577,4
10534,5867,3
29670,5105,1
44156,149,5
42393,1463,4
35374,2383,5
11961,335,4
48952,595,2
50091,7,2
17649,474,5
51960,8668,5
39933,317,3
10979,189,4
2632,1665,2
30631,176,5
39034,1252,4
34956,385,4
27678,110,3
5851,3792,4
44037,1646,4
3116,49,2
43311,9638,3
21760,111,4
18472,4172,2
44042,492,4
43057,1393,5
48668,685,1
18827,859,4
42147,487,5
27461,557,4
7194,4160,3
30844,7064,4
51153,196,5
18880,64,4
34396,506,5
42836,68,5
39479,85,2
49942,270,5
35676,29,2
8824,576,3
7451,669,4
1661,508,4
45157,2181,5
4796,436,4
33083,1035,3
38327,12,3
1255,4354,3
16923,1797,4
34167,90,5
28833,3916,3
37623,4056,5
7944,25,5
51239,160,5
9913,1161,4
14062,89,5
26698,227,5
23731,1296,3
27391,582,3
48841,1316,3
22004,1456,5
20566,24,5
17075,2546,2
27060,1978,3
47224,21,5
40433,99,4
52481,6188,4
33256,1795,3
24274,1185,4
27095,738,4
32794,1979,2
31970,2409,5
30949,9948,5
52659,68,4
9417,999,5
26323,1051,4
4761,81,4
5289,3135,3
5351,1097,4
30817,1722,5
30232,3901,5
7992,168,4
16330,59,4
20473,234,4
22619,962,5
1864,972,3
12310,1553,5
49935,876,5
2845,137,4
52803,24,5
45901,9492,5
21177,797,1
44220,429,3
31227,323,4
36890,348,3
6539,1014,5
27584,5311,5
52932,14,4
13143,5047,5
22935,546,4
44078,1161,5
11473,3513,4
15118,2251,4
3475,4605,4
22865,331,5
43530,309,4
12456,1537,3
29782,992,3
5701,3832,5
51430,3717,3
15185,697,4
34348,642,5
26261,1037,4
2919,983,5
19033,8640,5
15193,1004,5
21907,548,3
1781,7266,5
36464,140,5
41749,19,5
1440,809,4
6871,70,2
15873,996,5
47212,2327,3
12791,913,5
41972,3180,4
34355,889,3
28011,733,3
31074,557,3
21771,1670,4
15593,1021,4
1772,7372,3
13410,2927,1
12336,2091,4
7155,3357,5
18511,2980,5
621,1219,4
1632,3643,4
4021,3523,4
42103,4564,4
29652,1222,3
51464,429,4
14009,1142,4
44765,8919,4
12090,1210,5
1478,9542,1
3523,660,4
33684,5214,3
2631,522,5
10973,93,5
47160,140,3
2087,8,5
45120,4339,4
14570,15,5
6176,1307,4
11019,4044,5
19986,354,4
14320,8491,4
51690,1328,3
10945,80,5
19495,284,3
32849,2677,5
55,124,4
38791,1295,5
33608,1181,3
15946,2100,4
43796,1359,4
26446,2219,5
39282,1992,5
30939,4007,4
34213,325,4
14401,3880,4
46418,132,4
36230,1448,5
34301,5720,5
24050,117,3
3244,236,5
46558,3701,4
47014,67,5
11667,32,4
32831,1690,5
34366,9,5
9762,2157,5
29396,1339,4
11396,3173,4
44880,134,4
52721,7706,2
41708,1445,1
4572,2614,3
38320,261,5
10211,289,4
16226,80,5
6610,640,4
23680,199,5
14795,161,4
26601,78,3
45402,6857,2
49612,119,4
51557,996,4
27394,575,5
34559,132,4
24335,26,5
26165,48,4
21757,353,5
13649,9928,4
16540,8,3
2139,5700,3
28823,690,4
21658,2368,3
2351,145,4
48052,9247,5
40255,991,4
48946,2491,4
35705,48,5
14411,201,4
51939,160,4
5564,6627,4
13908,4619,3
25523,162,5
33297,1086,5
28140,7815,4
32236,456,3
7151,1630,4
36904,3644,4
2501,23,4
9900,861,5
14591,11,5
40122,84,5
44629,5389,4
42538,2097,4
19507,6146,4
44038,58,4
3488,135,5
1748,668,2
6270,2075,3
53352,1578,2
29867,191,5
17858,24,5
20017,1184,5
2774,478,4
23980,9232,2
18111,511,2
7717,570,4
6114,986,5
38596,1145,4
3177,372,3
14094,1224,3
22859,30,5
18906,1390,3
37542,600,2
49723,179,5
49183,48,5
33834,64,2
14528,232,3
1844,98,5
13772,986,3
32253,778,4
30915,211,4
32066,538,3
4750,686,2
3232,3293,3
30696,3263,5
27293,95,5
22413,1654,4
9427,12,5
20929,3517,4
28780,9070,5
53294,1487,3
18499,250,5
36781,224,5
12762,301,3
4330,3531,3
29817,108,3
7820,1465,4
45521,270,5
9597,48,5
26840,1932,5
11015,395,4
36247,672,4
44305,977,5
7029,1164,5
46469,24,5
17267,834,4
12085,2038,3
7350,1199,4
46580,188,5
35755,39,4
2008,6410,5
50036,5258,3
45365,5311,3
31118,2985,3
20405,1321,5
7223,17,5
12118,11,4
32887,277,2
34681,453,3
1608,704,4
50516,2833,5
5780,602,4
53103,7121,2
51101,115,3
32508,37,5
27267,96,5
1693,3025,4
8124,991,5
40143,1421,4
47990,2396,3
42619,6841,5
4698,1538,3
23683,196,5
43858,2139,4
29176,1364,4
32411,9446,4
7634,17,4
20017,76,5
47887,24,4
5947,852,4
46004,64,3
32100,2216,3
9322,126,4
3239,74,3
51424,56,4
35769,434,5
990,658,5
10856,1246,5
15048,1195,3
17594,3329,5
3912,8075,4
20441,8005,4
41300,101,5
16120,7666,2
6935,4509,5
51434,459,4
6197,43,5
51169,4,5
33204,3046,4
32419,497,3
20658,1630,4
30062,2181,5
25234,2421,5
45726,64,4
10554,732,3
28679,763,3
44825,168,4
52054,3197,4
7222,2290,4
22743,410,5
21512,3,3
33336,3496,5
34372,9976,2
44947,131,3
595,2421,3
42349,798,5
6302,9,4
16207,2274,5
45776,5026,5
23569,161,5
17347,562,4
17962,1815,4
22897,5693,4
27549,714,4
31860,332,5
20863,2936,4
25280,8785,4
11136,3966,3
44604,23,4
16929,5189,4
10165,267,5
13693,8348,3
41474,9727,5
27407,3967,5
10277,217,3
21253,1479,3
18628,3403,4
37330,702,3
3525,793,5
36769,1017,4
5813,4964,2
15539,2931,4
36670,3820,3
20155,3194,3
251,682,3
11300,1932,5
16301,1502,5
19290,455,3
46867,712,5
3392,1102,4
39199,108,4
13893,477,3
43018,1816,3
44226,4074,4
42581,84,4
10451,5997,3
5628,6180,4
41286,6516,3
3177,5327,3
856,335,3
20010,6348,5
44905,1532,3
49115,36,4
15475,6955,5
19317,1286,3
5853,826,3
22910,6726,5
18625,6051,4
869,188,4
7937,693,4
1455,8068,3
10256,67,3
8454,478,4
26017,447,3
38268,206,5
12258,231,4
16260,803,4
52830,416,4
21994,544,4
26345,689,4
43007,117,4
51761,36,4
46845,4175,5
32197,4,5
39360,626,5
39462,3169,3
14467,763,4
26001,1,4
49388,342,1
48887,2524,4
30352,21,5
932,50,5
11166,5680,3
44150,17,5
34522,61,3
586,3599,4
34544,527,2
5164,1410,4
20701,6,5
46082,208,3
109,93,5
34308,79,3
24622,1763,5
8040,722,3
765,2464,3
50422,1608,5
31868,58,3
50595,1517,3
23345,79,2
13696,17,4
33994,32,3
17032,8,3
7333,3790,3
41665,437,5
22141,451,3
41447,6006,4
31259,1033,4
13226,2666,4
47580,8142,2
24813,82,3
1177,1912,4
2516,785,5
15354,441,5
14142,99,5
5845,4724,4
27369,89,5
16342,27,4
9234,196,5
5807,4938,4
28440,18,4
26884,145,3
39324,1295,5
52666,3569,4
30741,1703,1
1467,2945,4
33698,112,3
46659,736,5
36810,207,5
29406,8832,4
13622,1623,5
405,9077,4
40796,124,3
40309,5589,4
22799,3504,1
20093,2458,4
41126,8972,4
22941,758,5
46186,106,5
12621,4740,4
40581,8965,5
24397,2091,5
29072,7134,5
4929,3149,4
37944,1049,5
45361,3346,4
33975,9296,3
1375,2456,4
937,513,5
37599,522,4
40102,228,4
40770,1596,3
39507,5316,4
36528,3252,3
29607,116,4
7577,1250,4
2768,412,4
42915,8588,3
35577,3835,5
51426,9054,3
2274,4127,5
50118,1076,3
46753,6,5
21484,1,5
44842,659,3
12674,2452,5
17800,32,4
38574,1997,5
16301,842,4
51312,8322,4
19257,4493,4
44084,7371,5
47400,6537,5
34135,7157,5
14741,4429,3
9198,219,4
27060,3638,4
50183,3753,5
12764,2395,4
31278,3153,4
38673,473,3
3500,2005,3
35577,999,4
27472,5351,5
12316,142,5
38656,8095,4
10331,2598,4
29548,5611,4
39242,3291,4
8983,158,4
5119,408,2
17056,9,3
53143,394,5
20328,17,5
6019,4304,3
20028,1196,4
34402,1817,4
14078,861,5
48050,1131,4
23346,540,5
11778,850,5
43328,835,5
552,520,5
11281,453,3
3567,397,3
39945,72,5
46789,276,4
24803,2,5
24190,1306,3
38947,300,2
13726,5103,4
24889,492,5
36227,5562,4
45892,782,3
11618,4888,3
1136,2646,2
7832,4067,3
33325,2213,3
6595,5980,4
43733,4057,3
13893,2053,4
422,278,5
52661,147,4
18934,1402,4
18415,811,5
44780,4156,4
44227,3734,4
43492,2142,4
32625,3769,4
28775,4607,3
1002,52,3
49566,4077,5
14173,64,5
20162,773,4
48416,3267,5
45831,435,4
47414,1009,5
33847,7639,4
43371,122,2
45974,64,3
39897,2577,5
13880,405,3
8878,7386,3
2728,4150,4
6924,5129,4
35295,1688,2
46079,4553,3
51167,27,3
37782,591,4
20071,247,4
9811,806,4
45402,126,4
2648,1279,3
29637,624,5
17143,944,2
25048,119,4
39462,48,4
18906,23,5
24256,1721,4
51637,104,5
49869,4765,5
21483,1,5
11281,2294,4
49717,659,3
10224,148,3
44704,1987,4
32619,297,3
40039,355,4
29858,21,5
44447,2666,5
49715,402,5
38489,4482,5
45260,8657,4
42542,2395,5
10925,337,4
10338,773,2
42695,2780,5
35986,362,5
51850,182,5
6567,681,4
19210,501,4
12014,602,4
38794,3133,4
31154,4351,5
5375,1749,5
5414,3537,2
31430,2129,4
27987,38,4
34808,1266,5
28558,2,5
27674,46,3
28616,231,4
26793,3198,2
50889,9745,5
19546,2990,4
292,269,2
17559,2311,3
41785,8924,5
6823,1520,3
34429,377,4
18445,369,2
19650,9288,4
11193,6073,5
14069,110,4
6316,1,5
29189,255,5
42806,1318,4
33066,3720,4
36303,6366,5
385,6158,4
39053,921,4
7392,6279,5
36394,6246,5
19009,276,4
51303,8886,4
16860,1695,4
40228,7849,5
37229,305,4
17419,302,3
30686,814,4
5587,1225,4
6563,67,4
10825,132,4
42629,1811,3
37448,8469,4
41319,848,5
31430,4331,4
24842,315,4
7543,376,4
30797,2509,2
32308,107,5
24869,1278,2
20706,65,5
50398,357,3
28287,809,4
46645,24,5
23207,5174,3
3685,1917,4
35533,541,5
20359,3318,2
43009,2798,5
9247,3724,3
23596,6220,4
46624,272,5
35476,212,3
46175,2825,4
30442,9439,4
50635,860,4
50287,3690,3
16922,8494,2
26427,1030,3
38880,1100,5
1780,119,5
20657,2862,2
33902,3072,4
53345,2563,4
8332,56,2
4805,1547,4
17359,1377,5
124,2944,3
24540,6854,4
39731,199,4
30670,7802,4
16328,77,4
13490,1326,3
5131,340,5
23691,1575,4
36169,5498,5
10972,4624,4
8575,179,5
10202,938,5
5260,1252,3
29851,310,4
12313,2008,4
42038,3138,4
14137,108,4
3601,256,5
51927,288,5
46234,345,5
48555,396,3
9786,2673,3
7653,7,4
20429,1,4
18205,7911,5
26188,208,5
5804,426,3
43635,5975,4
28101,352,3
21829,1057,2
7720,1005,4
1682,219,5
12579,3115,4
49091,408,4
49297,74,5
27677,714,5
23233,103,5
37266,9798,4
50977,5860,5
50195,9508,4
1853,1736,4
20888,1081,4
30173,278,4
18966,1314,5
36015,4063,5
18369,653,5
10245,37,4
48300,4722,5
7610,355,4
28379,20,4
19282,4201,2
9040,7353,3
35377,2738,2
5396,25,4
42297,27,5
38640,5417,3
13333,8597,2
7287,95,2
45012,919,2
556,184,4
27236,2110,4
28054,754,3
39336,86,3
21527,9417,5
49385,400,5
20664,168,5
52726,158,5
43508,123,3
10297,2478,3
34619,92,4
10917,273,4
2951,2946,4
