movieId,title,genres,movie_url,rating
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0113419/,3.2
61,Eye for an Eye (1996),Drama|Thriller,https://www.imdb.com/title/tt0116260/,3.8
62,Mr. Holland's Opus (1995),Drama,https://www.imdb.com/title/tt0113862/,3.7
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://www.imdb.com/title/tt0116126/,2.7
64,Two if by Sea (1996),Comedy|Romance,https://www.imdb.com/title/tt0118002/,2.2
65,Bio-Dome (1996),Comedy,https://www.imdb.com/title/tt0115683/,2.5
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0116839/,2.5
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://www.imdb.com/title/tt0113149/,3.4
69,Friday (1995),Comedy,https://www.imdb.com/title/tt0113118/,3.8
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://www.imdb.com/title/tt0116367/,3.5
71,Fair Game (1995),Action,https://www.imdb.com/title/tt0113010/,1.7
72,Kicking and Screaming (1995),Comedy|Drama,https://www.imdb.com/title/tt0113537/,3.2
73,"Misérables, Les (1995)",Drama|War,https://www.imdb.com/title/tt0113828/,3.5
74,Bed of Roses (1996),Drama|Romance,https://www.imdb.com/title/tt0115644/,4.0
75,Big Bully (1996),Comedy|Drama,https://www.imdb.com/title/tt0115676/,2.2
76,Screamers (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114367/,3.4
77,Nico Icon (1995),Documentary,https://www.imdb.com/title/tt0113973/,4.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112744/,3.3
79,"Juror, The (1996)",Drama|Thriller,https://www.imdb.com/title/tt0116731/,2.8
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://www.imdb.com/title/tt0112445/,4.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://www.imdb.com/title/tt0114660/,3.1
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://www.imdb.com/title/tt0112379/,3.9
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://www.imdb.com/title/tt0114039/,3.0
85,Angels and Insects (1995),Drama|Romance,https://www.imdb.com/title/tt0112365/,3.9
86,White Squall (1996),Action|Adventure|Drama,https://www.imdb.com/title/tt0118158/,4.0
87,Dunston Checks In (1996),Children|Comedy,https://www.imdb.com/title/tt0116151/,2.5
88,Black Sheep (1996),Comedy,https://www.imdb.com/title/tt0115697/,3.2
89,Nick of Time (1995),Action|Thriller,https://www.imdb.com/title/tt0113972/,3.2
92,Mary Reilly (1996),Drama|Horror|Thriller,https://www.imdb.com/title/tt0117002/,2.6
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://www.imdb.com/title/tt0114825/,2.8
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://www.imdb.com/title/tt0115639/,4.0
95,Broken Arrow (1996),Action|Adventure|Thriller,https://www.imdb.com/title/tt0115759/,3.0
96,In the Bleak Midwinter (1995),Comedy|Drama,https://www.imdb.com/title/tt0113403/,3.5
97,"Hate (Haine, La) (1995)",Crime|Drama,https://www.imdb.com/title/tt0113247/,3.9
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://www.imdb.com/title/tt0113283/,5.0
100,City Hall (1996),Drama|Thriller,https://www.imdb.com/title/tt0115907/,2.8
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://www.imdb.com/title/tt0115734/,3.8
102,Mr. Wrong (1996),Comedy,https://www.imdb.com/title/tt0117102/,2.4
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0118040/,3.0
104,Happy Gilmore (1996),Comedy,https://www.imdb.com/title/tt0116483/,3.4
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0112579/,3.3
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://www.imdb.com/title/tt0110251/,4.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://www.imdb.com/title/tt0117110/,3.3
108,Catwalk (1996),Documentary,https://www.imdb.com/title/tt0112646/,4.0
110,Braveheart (1995),Action|Drama|War,https://www.imdb.com/title/tt0112573/,4.0
111,Taxi Driver (1976),Crime|Drama|Thriller,https://www.imdb.com/title/tt0075314/,4.1
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0113326/,3.5
113,Before and After (1996),Drama|Mystery,https://www.imdb.com/title/tt0115645/,3.3
116,Anne Frank Remembered (1995),Documentary,https://www.imdb.com/title/tt0112373/,3.9
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://www.imdb.com/title/tt0115033/,3.0
118,If Lucy Fell (1996),Comedy|Romance,https://www.imdb.com/title/tt0116606/,2.5
119,"Steal Big, Steal Little (1995)",Comedy,https://www.imdb.com/title/tt0114536/,3.0
121,"Boys of St. Vincent, The (1992)",Drama,https://www.imdb.com/title/tt0106473/,4.0
122,Boomerang (1992),Comedy|Romance,https://www.imdb.com/title/tt0103859/,2.7
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://www.imdb.com/title/tt0109424/,4.4
125,Flirting With Disaster (1996),Comedy,https://www.imdb.com/title/tt0116324/,3.6
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0110647/,2.0
128,Jupiter's Wife (1994),Documentary,https://www.imdb.com/title/tt0110217/,3.0
129,Pie in the Sky (1996),Comedy|Romance,https://www.imdb.com/title/tt0114131/,2.0
132,Jade (1995),Thriller,https://www.imdb.com/title/tt0113451/,2.8
135,Down Periscope (1996),Comedy,https://www.imdb.com/title/tt0116130/,3.0
137,Man of the Year (1995),Documentary,https://www.imdb.com/title/tt0113756/,3.0
140,Up Close and Personal (1996),Drama|Romance,https://www.imdb.com/title/tt0118055/,3.5
141,"Birdcage, The (1996)",Comedy,https://www.imdb.com/title/tt0115685/,3.5
144,"Brothers McMullen, The (1995)",Comedy,https://www.imdb.com/title/tt0112585/,3.3
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112442/,3.2
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://www.imdb.com/title/tt0112342/,3.3
147,"Basketball Diaries, The (1995)",Drama,https://www.imdb.com/title/tt0112461/,3.5
148,"Awfully Big Adventure, An (1995)",Drama,https://www.imdb.com/title/tt0112427/,5.0
149,Amateur (1994),Crime|Drama|Thriller,https://www.imdb.com/title/tt0109093/,2.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://www.imdb.com/title/tt0112384/,3.8
151,Rob Roy (1995),Action|Drama|Romance|War,https://www.imdb.com/title/tt0114287/,3.6
152,"Addiction, The (1995)",Drama|Horror,https://www.imdb.com/title/tt0112288/,1.5
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0112462/,2.9
154,Beauty of the Day (Belle de jour) (1967),Drama,https://www.imdb.com/title/tt0061395/,3.9
155,Beyond Rangoon (1995),Adventure|Drama|War,https://www.imdb.com/title/tt0112495/,2.4
156,Blue in the Face (1995),Comedy|Drama,https://www.imdb.com/title/tt0112541/,3.3
157,Canadian Bacon (1995),Comedy|War,https://www.imdb.com/title/tt0109370/,2.9
158,Casper (1995),Adventure|Children,https://www.imdb.com/title/tt0112642/,2.8
159,Clockers (1995),Crime|Drama|Mystery,https://www.imdb.com/title/tt0112688/,2.9
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://www.imdb.com/title/tt0112715/,2.9
161,Crimson Tide (1995),Drama|Thriller|War,https://www.imdb.com/title/tt0112740/,3.6
162,Crumb (1994),Documentary,https://www.imdb.com/title/tt0109508/,4.2
163,Desperado (1995),Action|Romance|Western,https://www.imdb.com/title/tt0112851/,3.6
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://www.imdb.com/title/tt0112857/,3.3
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://www.imdb.com/title/tt0112864/,3.6
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://www.imdb.com/title/tt0112887/,2.8
168,First Knight (1995),Action|Drama|Romance,https://www.imdb.com/title/tt0113071/,3.1
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://www.imdb.com/title/tt0113114/,2.4
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://www.imdb.com/title/tt0113243/,3.2
171,Jeffrey (1995),Comedy|Drama,https://www.imdb.com/title/tt0113464/,3.8
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0113481/,2.7
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://www.imdb.com/title/tt0113492/,2.7
174,Jury Duty (1995),Comedy,https://www.imdb.com/title/tt0113500/,2.7
175,Kids (1995),Drama,https://www.imdb.com/title/tt0113540/,4.0
176,Living in Oblivion (1995),Comedy,https://www.imdb.com/title/tt0113677/,4.3
177,Lord of Illusions (1995),Horror,https://www.imdb.com/title/tt0113690/,2.8
178,Love & Human Remains (1993),Comedy|Drama,https://www.imdb.com/title/tt0107447/,1.0
179,Mad Love (1995),Drama|Romance,https://www.imdb.com/title/tt0113729/,1.5
180,Mallrats (1995),Comedy|Romance,https://www.imdb.com/title/tt0113749/,3.4
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://www.imdb.com/title/tt0113820/,2.3
183,Mute Witness (1994),Comedy|Horror|Thriller,https://www.imdb.com/title/tt0110604/,3.5
184,Nadja (1994),Drama,https://www.imdb.com/title/tt0110620/,3.5
185,"Net, The (1995)",Action|Crime|Thriller,https://www.imdb.com/title/tt0113957/,3.0
186,Nine Months (1995),Comedy|Romance,https://www.imdb.com/title/tt0113986/,2.8
187,Party Girl (1995),Comedy,https://www.imdb.com/title/tt0114095/,4.1
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://www.imdb.com/title/tt0114194/,3.5
189,Reckless (1995),Comedy|Fantasy,https://www.imdb.com/title/tt0114241/,3.0
190,Safe (1995),Thriller,https://www.imdb.com/title/tt0114323/,2.8
191,"Scarlet Letter, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0114345/,2.4
193,Showgirls (1995),Drama,https://www.imdb.com/title/tt0114436/,2.5
194,Smoke (1995),Comedy|Drama,https://www.imdb.com/title/tt0114478/,3.7
195,Something to Talk About (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0114496/,3.1
196,Species (1995),Horror|Sci-Fi,https://www.imdb.com/title/tt0114508/,2.7
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114558/,3.2
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://www.imdb.com/title/tt0058450/,4.1
201,Three Wishes (1995),Drama|Fantasy,https://www.imdb.com/title/tt0114663/,3.0
202,Total Eclipse (1995),Drama|Romance,https://www.imdb.com/title/tt0114702/,3.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://www.imdb.com/title/tt0114682/,3.4
204,Under Siege 2: Dark Territory (1995),Action,https://www.imdb.com/title/tt0114781/,2.7
205,Unstrung Heroes (1995),Comedy|Drama,https://www.imdb.com/title/tt0114798/,3.2
206,Unzipped (1995),Documentary,https://www.imdb.com/title/tt0114805/,3.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://www.imdb.com/title/tt0114887/,3.4
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0114898/,2.9
209,White Man's Burden (1995),Drama,https://www.imdb.com/title/tt0114928/,3.2
210,Wild Bill (1995),Western,https://www.imdb.com/title/tt0114938/,3.0
211,"Browning Version, The (1994)",Drama,https://www.imdb.com/title/tt0109340/,3.5
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://www.imdb.com/title/tt0112602/,3.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://www.imdb.com/title/tt0111579/,3.8
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://www.imdb.com/title/tt0110882/,4.0
215,Before Sunrise (1995),Drama|Romance,https://www.imdb.com/title/tt0112471/,4.0
216,Billy Madison (1995),Comedy,https://www.imdb.com/title/tt0112508/,3.3
217,"Babysitter, The (1995)",Drama|Thriller,https://www.imdb.com/title/tt0112438/,2.3
218,Boys on the Side (1995),Comedy|Drama,https://www.imdb.com/title/tt0112571/,3.4
219,"Cure, The (1995)",Drama,https://www.imdb.com/title/tt0112757/,3.0
220,Castle Freak (1995),Horror,https://www.imdb.com/title/tt0112643/,3.0
222,Circle of Friends (1995),Drama|Romance,https://www.imdb.com/title/tt0112679/,3.8
223,Clerks (1994),Comedy,https://www.imdb.com/title/tt0109445/,3.9
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0112883/,3.6
225,Disclosure (1994),Drama|Thriller,https://www.imdb.com/title/tt0109635/,3.5
227,Drop Zone (1994),Action|Thriller,https://www.imdb.com/title/tt0109676/,2.9
228,Destiny Turns on the Radio (1995),Comedy,https://www.imdb.com/title/tt0112854/,2.3
229,Death and the Maiden (1994),Drama|Thriller,https://www.imdb.com/title/tt0109579/,3.4
230,Dolores Claiborne (1995),Drama|Thriller,https://www.imdb.com/title/tt0109642/,3.4
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,https://www.imdb.com/title/tt0109686/,3.1
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,https://www.imdb.com/title/tt0111797/,3.9
233,Exotica (1994),Drama,https://www.imdb.com/title/tt0109759/,3.5
234,Exit to Eden (1994),Comedy,https://www.imdb.com/title/tt0109758/,2.6
235,Ed Wood (1994),Comedy|Drama,https://www.imdb.com/title/tt0109707/,3.7
236,French Kiss (1995),Action|Comedy|Romance,https://www.imdb.com/title/tt0113117/,3.5
237,Forget Paris (1995),Comedy|Romance,https://www.imdb.com/title/tt0113097/,3.3
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,https://www.imdb.com/title/tt0113028/,4.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,https://www.imdb.com/title/tt0113198/,3.0
240,Hideaway (1995),Thriller,https://www.imdb.com/title/tt0113303/,2.4
241,Fluke (1995),Children|Drama,https://www.imdb.com/title/tt0113089/,4.0
242,Farinelli: il castrato (1994),Drama|Musical,https://www.imdb.com/title/tt0109771/,3.6
243,Gordy (1995),Children|Comedy|Fantasy,https://www.imdb.com/title/tt0113199/,3.0
246,Hoop Dreams (1994),Documentary,https://www.imdb.com/title/tt0110057/,4.3
247,Heavenly Creatures (1994),Crime|Drama,https://www.imdb.com/title/tt0110005/,3.9
248,Houseguest (1994),Comedy,https://www.imdb.com/title/tt0110066/,3.2
249,Immortal Beloved (1994),Drama|Romance,https://www.imdb.com/title/tt0110116/,3.7
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,https://www.imdb.com/title/tt0110006/,2.5
251,"Hunted, The (1995)",Action,https://www.imdb.com/title/tt0113360/,3.0
252,I.Q. (1994),Comedy|Romance,https://www.imdb.com/title/tt0110099/,3.4
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,https://www.imdb.com/title/tt0110148/,3.5
254,Jefferson in Paris (1995),Drama,https://www.imdb.com/title/tt0113463/,3.0
255,"Jerky Boys, The (1995)",Comedy,https://www.imdb.com/title/tt0110189/,2.1
256,Junior (1994),Comedy|Sci-Fi,https://www.imdb.com/title/tt0110216/,2.8
257,Just Cause (1995),Mystery|Thriller,https://www.imdb.com/title/tt0113501/,3.5
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,https://www.imdb.com/title/tt0113538/,2.6
259,Kiss of Death (1995),Crime|Drama|Thriller,https://www.imdb.com/title/tt0113552/,3.2
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0076759/,4.2
261,Little Women (1994),Drama,https://www.imdb.com/title/tt0110367/,3.9
262,"Little Princess, A (1995)",Children|Drama,https://www.imdb.com/title/tt0113670/,3.9
263,Ladybird Ladybird (1994),Drama,https://www.imdb.com/title/tt0110296/,4.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,https://www.imdb.com/title/tt0103994/,3.9
266,Legends of the Fall (1994),Drama|Romance|War|Western,https://www.imdb.com/title/tt0110322/,3.4
267,Major Payne (1995),Comedy,https://www.imdb.com/title/tt0110443/,2.9
269,My Crazy Life (Mi vida loca) (1993),Drama,https://www.imdb.com/title/tt0107566/,3.0
270,Love Affair (1994),Drama|Romance,https://www.imdb.com/title/tt0110391/,3.4
271,Losing Isaiah (1995),Drama,https://www.imdb.com/title/tt0113691/,3.5
272,"Madness of King George, The (1994)",Comedy|Drama,https://www.imdb.com/title/tt0110428/,3.8
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,https://www.imdb.com/title/tt0109836/,3.0
274,Man of the House (1995),Comedy,https://www.imdb.com/title/tt0113755/,2.9
275,Mixed Nuts (1994),Comedy,https://www.imdb.com/title/tt0110538/,2.0
276,Milk Money (1994),Comedy|Romance,https://www.imdb.com/title/tt0110516/,3.2
277,Miracle on 34th Street (1994),Drama,https://www.imdb.com/title/tt0110527/,3.2
278,Miami Rhapsody (1995),Comedy,https://www.imdb.com/title/tt0113808/,1.5
279,My Family (1995),Drama,https://www.imdb.com/title/tt0113896/,3.0
280,Murder in the First (1995),Drama|Thriller,https://www.imdb.com/title/tt0113870/,4.1
281,Nobody's Fool (1994),Comedy|Drama|Romance,https://www.imdb.com/title/tt0110684/,3.8
282,Nell (1994),Drama,https://www.imdb.com/title/tt0110638/,3.3
283,New Jersey Drive (1995),Crime|Drama,https://www.imdb.com/title/tt0113967/,3.7
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,https://www.imdb.com/title/tt0117169/,4.5
285,Beyond Bedlam (1993),Drama|Horror,https://www.imdb.com/title/tt0106402/,4.0
287,Nina Takes a Lover (1994),Comedy|Romance,https://www.imdb.com/title/tt0110671/,3.0
288,Natural Born Killers (1994),Action|Crime|Thriller,https://www.imdb.com/title/tt0110632/,3.2
289,Only You (1994),Comedy|Romance,https://www.imdb.com/title/tt0110737/,3.6
290,Once Were Warriors (1994),Crime|Drama,https://www.imdb.com/title/tt0110729/,4.0
291,Poison Ivy II (1996),Drama|Thriller,https://www.imdb.com/title/tt0114151/,2.3
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114069/,3.4
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110413/,4.0
294,"Perez Family, The (1995)",Comedy|Romance,https://www.imdb.com/title/tt0114113/,3.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,https://www.imdb.com/title/tt0114210/,3.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912/,4.2
298,Pushing Hands (Tui shou) (1992),Drama,https://www.imdb.com/title/tt0105652/,2.0
299,Priest (1994),Drama,https://www.imdb.com/title/tt0110889/,4.0
300,Quiz Show (1994),Drama,https://www.imdb.com/title/tt0110932/,3.5
301,Picture Bride (Bijo photo) (1994),Drama|Romance,https://www.imdb.com/title/tt0114129/,4.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,https://www.imdb.com/title/tt0110963/,3.2
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,https://www.imdb.com/title/tt0114214/,3.0
304,Roommates (1995),Comedy|Drama,https://www.imdb.com/title/tt0114296/,3.7
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,https://www.imdb.com/title/tt0110907/,2.8
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,https://www.imdb.com/title/tt0111495/,4.2
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,https://www.imdb.com/title/tt0108394/,3.9
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,https://www.imdb.com/title/tt0111507/,4.0
310,Rent-a-Kid (1995),Comedy,https://www.imdb.com/title/tt0114268/,3.0
311,Relative Fear (1994),Horror|Thriller,https://www.imdb.com/title/tt0110965/,3.0
312,Stuart Saves His Family (1995),Comedy,https://www.imdb.com/title/tt0114571/,1.4
313,"Swan Princess, The (1994)",Animation|Children,https://www.imdb.com/title/tt0111333/,3.3
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,https://www.imdb.com/title/tt0111112/,3.8
315,"Specialist, The (1994)",Action|Drama|Thriller,https://www.imdb.com/title/tt0111255/,3.1
316,Stargate (1994),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0111282/,3.4
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,https://www.imdb.com/title/tt0111070/,3.2
318,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161/,4.4
319,Shallow Grave (1994),Comedy|Drama|Thriller,https://www.imdb.com/title/tt0111149/,3.6
320,Suture (1993),Film-Noir|Thriller,https://www.imdb.com/title/tt0108260/,3.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,https://www.imdb.com/title/tt0106966/,4.0
322,Swimming with Sharks (1995),Comedy|Drama,https://www.imdb.com/title/tt0114594/,3.6
324,"Sum of Us, The (1994)",Comedy|Drama,https://www.imdb.com/title/tt0111309/,4.0
325,National Lampoon's Senior Trip (1995),Comedy,https://www.imdb.com/title/tt0113936/,2.5
326,To Live (Huozhe) (1994),Drama,https://www.imdb.com/title/tt0110081/,4.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,https://www.imdb.com/title/tt0114614/,2.8
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,https://www.imdb.com/title/tt0114608/,3.2
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,https://www.imdb.com/title/tt0111280/,3.4
330,Tales from the Hood (1995),Action|Crime|Horror,https://www.imdb.com/title/tt0114609/,3.0
331,Tom & Viv (1994),Drama,https://www.imdb.com/title/tt0111454/,3.0
332,Village of the Damned (1995),Horror|Sci-Fi,https://www.imdb.com/title/tt0114852/,2.8
333,Tommy Boy (1995),Comedy,https://www.imdb.com/title/tt0114694/,3.8
334,Vanya on 42nd Street (1994),Drama,https://www.imdb.com/title/tt0111590/,4.2
335,Underneath (1995),Mystery|Thriller,https://www.imdb.com/title/tt0114788/,3.5
